,player_id,name,position_type,eligible_positions,percent_owned,status,league
569,31046,Mason Rudolph,O,QB,4,Q,390.l.102101
570,31051,Michael Gallup,O,WR,90,,390.l.102101
572,31056,Mark Andrews,O,TE,97,,390.l.102101
574,31228,Mike Boone,O,RB,64,,390.l.102101
576,31301,Kyle Allen,O,QB,16,,390.l.102101
577,31856,Josh Jacobs,O,RB,87,Q,390.l.102101
579,31857,Marquise Brown,O,WR,70,Q,390.l.102101
581,31868,Deebo Samuel,O,WR,75,,390.l.102101
583,31883,A.J. Brown,O,WR,81,,390.l.102101
585,31885,Miles Sanders,O,RB,92,Q,390.l.102101
587,31896,DK Metcalf,O,WR,88,,390.l.102101
589,31905,David Montgomery,O,RB,91,,390.l.102101
591,31906,Devin Singletary,O,RB,89,,390.l.102101
593,31908,Terry McLaurin,O,WR,78,Q,390.l.102101
595,32003,Darius Slayton,O,WR,60,,390.l.102101
597,29344,Tyler Higbee,O,TE,70,,390.l.102231
599,29390,Jonathan Williams,O,RB,24,,390.l.102231
601,30132,O.J. Howard,O,TE,45,,390.l.102231
603,30157,Gerald Everett,O,TE,29,,390.l.102231
605,30502,Zach Pascal,O,WR,39,,390.l.102231
607,30997,Rashaad Penny,O,RB,31,Q,390.l.102231
609,31008,Ronald Jones,O,RB,61,,390.l.102231
611,31019,Dallas Goedert,O,TE,61,,390.l.102231
613,31030,James Washington,O,WR,33,,390.l.102231
615,31164,Russell Gage,O,WR,9,,390.l.102231
617,31934,Alexander Mattison,O,RB,41,,390.l.102231
619,31954,Benny Snell Jr.,O,RB,29,,390.l.102231
621,32010,Gardner Minshew,O,QB,15,,390.l.102231
623,32046,Darwin Thompson,O,RB,12,,390.l.102231
625,25768,Lavonte David,DP,D,84,,399.l.522487
626,25799,Akiem Hicks,DP,D,18,,399.l.522487
627,27560,Teddy Bridgewater,O,QB,30,,399.l.522487
628,29224,Erik Harris,DP,D,5,,399.l.522487
629,29251,Keanu Neal,DP,D,30,,399.l.522487
630,29255,Will Fuller V,O,WR,31,SUSP,399.l.522487
633,29298,Kevin Byard,DP,D,36,,399.l.522487
634,29347,Nick Kwiatkoski,DP,D,25,COVID-19,399.l.522487
635,29479,Clayton Fejedelem,DP,D,0,,399.l.522487
636,30114,Myles Garrett,DP,D,53,Q,399.l.522487
637,30119,Jamal Adams,DP,D,84,Q,399.l.522487
638,30143,T.J. Watt,DP,D,56,,399.l.522487
639,30264,Desmond King II,DP,D,11,,399.l.522487
640,30278,Jamal Agnew,DP,D,16,,399.l.522487
643,31006,Shaquille Leonard,DP,D,97,,399.l.522487
646,31074,Nyheim Hines,O,RB,78,,399.l.522487
648,31122,Dane Cruikshank,DP,D,8,Q,399.l.522487
649,31480,Jason Cabinda,DP,D,0,,399.l.522487
652,31845,Christian Wilkins,DP,D,14,,399.l.522487
655,31892,Nasir Adderley,DP,D,1,,399.l.522487
656,31898,Diontae Johnson,O,WR,94,,399.l.522487
659,31960,Tony Pollard,O,RB,70,,399.l.522487
661,31971,Deionte Thompson,DP,D,0,,399.l.522487
662,32075,Nick Scott,DP,D,9,,399.l.522487
663,32671,Joe Burrow,O,QB,23,Q,399.l.522487
664,32676,Justin Herbert,O,QB,91,,399.l.522487
665,32687,CeeDee Lamb,O,WR,81,,399.l.522487
668,32692,Justin Jefferson,O,WR,96,,399.l.522487
671,32695,Brandon Aiyuk,O,WR,88,Q,399.l.522487
674,32702,Clyde Edwards-Helaire,O,RB,86,,399.l.522487
676,32703,Tee Higgins,O,WR,70,,399.l.522487
679,32705,D'Andre Swift,O,RB,95,,399.l.522487
681,32711,Jonathan Taylor,O,RB,98,,399.l.522487
683,32719,Chase Claypool,O,WR,88,,399.l.522487
686,32722,Cam Akers,O,RB,63,,399.l.522487
688,32723,Jalen Hurts,O,QB,66,,399.l.522487
689,32725,J.K. Dobbins,O,RB,91,,399.l.522487
691,32734,Jeremy Chinn,DP,D,31,,399.l.522487
692,32738,Ashtyn Davis,DP,D,0,Q,399.l.522487
693,32906,Vernon Scott,DP,D,0,,399.l.522487
694,33138,James Robinson,O,RB,87,,399.l.522487
696,27648,Logan Thomas,O,TE,77,,399.l.523631
698,30511,Tim Patrick,O,WR,28,Q,399.l.523631
700,30777,Robert Tonyan,O,TE,86,,399.l.523631
702,31874,Drew Lock,O,QB,12,,399.l.523631
704,31888,Mecole Hardman,O,WR,29,,399.l.523631
706,32018,Ty Johnson,O,RB,15,,399.l.523631
708,32231,Jakobi Meyers,O,WR,32,,399.l.523631
710,32675,Tua Tagovailoa,O,QB,21,,399.l.523631
712,33265,Salvon Ahmed,O,RB,41,,399.l.523631
714,100013,Las Vegas,DT,DEF,15,,399.l.523631
715,25881,Greg Zuerlein,K,K,92,,406.l.1273347
716,28545,C.J. Uzomah,O,TE,22,,406.l.1273347
718,30202,D'Onta Foreman,O,RB,62,,406.l.1273347
720,30346,Harrison Butker,K,K,77,,406.l.1273347
721,30614,Taysom Hill,O,QB,47,Q,406.l.1273347
722,31104,Chase Edmonds,O,RB,87,,406.l.1273347
724,31107,Dalton Schultz,O,TE,89,,406.l.1273347
726,31137,Daniel Carlson,K,K,76,,406.l.1273347
727,31500,Darrel Williams,O,RB,76,,406.l.1273347
729,31538,Greg Joseph,K,K,57,,406.l.1273347
730,31919,Damien Harris,O,RB,93,,406.l.1273347
732,31928,Dawson Knox,O,TE,85,,406.l.1273347
734,31977,Matt Gay,K,K,90,,406.l.1273347
735,31981,Hunter Renfrow,O,WR,87,,406.l.1273347
737,32704,Michael Pittman Jr.,O,WR,93,,406.l.1273347
739,32713,Cole Kmet,O,TE,31,,406.l.1273347
741,32727,Van Jefferson,O,WR,69,,406.l.1273347
743,32732,AJ Dillon,O,RB,91,Q,406.l.1273347
745,32798,Gabe Davis,O,WR,25,,406.l.1273347
747,32858,Tyler Bass,K,K,94,,406.l.1273347
748,32993,Tyler Huntley,O,QB,22,,406.l.1273347
749,33392,Kyle Pitts,O,TE,97,,406.l.1273347
751,33393,Ja'Marr Chase,O,WR,98,,406.l.1273347
753,33394,Jaylen Waddle,O,WR,94,,406.l.1273347
755,33398,DeVonta Smith,O,WR,90,,406.l.1273347
757,33412,Najee Harris,O,RB,100,,406.l.1273347
759,33415,Rashod Bateman,O,WR,36,,406.l.1273347
761,33422,Elijah Moore,O,WR,52,,406.l.1273347
763,33423,Javonte Williams,O,RB,93,,406.l.1273347
765,33443,Pat Freiermuth,O,TE,54,,406.l.1273347
767,33495,Michael Carter,O,RB,78,,406.l.1273347
769,33500,Amon-Ra St. Brown,O,WR,81,,406.l.1273347
771,33508,Rhamondre Stevenson,O,RB,59,,406.l.1273347
773,33537,Evan McPherson,K,K,28,,406.l.1273347
774,33582,Elijah Mitchell,O,RB,86,,406.l.1273347
776,33605,Khalil Herbert,O,RB,13,,406.l.1273347
778,28839,Taylor Heinicke,O,QB,23,,406.l.696126
780,30860,Dare Ogunbowale,O,RB,34,,406.l.696126
782,31127,Tyler Conklin,O,TE,40,,406.l.696126
784,31171,Boston Scott,O,RB,31,,406.l.696126
786,31268,Allen Lazard,O,WR,29,,406.l.696126
788,32843,Darnell Mooney,O,WR,74,,406.l.696126
790,32846,K.J. Osborn,O,WR,42,,406.l.696126
792,33348,Nick Westbrook-Ikhine,O,WR,15,,406.l.696126
794,33390,Zach Wilson,O,QB,8,,406.l.696126
796,33391,Trey Lance,O,QB,32,,406.l.696126
798,33399,Justin Fields,O,QB,22,,406.l.696126
800,33403,Mac Jones,O,QB,36,,406.l.696126
802,33437,Rondale Moore,O,WR,22,,406.l.696126
804,33455,Davis Mills,O,QB,5,,406.l.696126
806,26662,Geno Smith,O,QB,83,,414.l.1399238
807,27369,Brett Maher,K,K,78,,414.l.1399238
808,30150,Zay Jones,O,WR,65,,414.l.1399238
810,30426,Younghoe Koo,K,K,40,,414.l.1399238
811,32685,Jerry Jeudy,O,WR,91,,414.l.1399238
813,32756,Zack Moss,O,RB,47,,414.l.1399238
815,33389,Trevor Lawrence,O,QB,88,,414.l.1399238
816,33413,Travis Etienne Jr.,O,RB,99,,414.l.1399238
818,33798,Deon Jackson,O,RB,17,,414.l.1399238
820,33963,Drake London,O,WR,68,,414.l.1399238
822,33965,Garrett Wilson,O,WR,90,,414.l.1399238
824,33966,Chris Olave,O,WR,87,,414.l.1399238
826,33989,Christian Watson,O,WR,87,,414.l.1399238
828,33991,Breece Hall,O,RB,30,Q,414.l.1399238
830,33996,Kenneth Walker III,O,RB,96,,414.l.1399238
832,34007,George Pickens,O,WR,67,,414.l.1399238
834,34054,Brian Robinson,O,RB,79,Q,414.l.1399238
836,34063,Dameon Pierce,O,RB,64,Q,414.l.1399238
838,34088,Romeo Doubs,O,WR,21,,414.l.1399238
840,34107,Tyler Allgeier,O,RB,66,,414.l.1399238
842,34207,Isiah Pacheco,O,RB,88,,414.l.1399238
844,34344,Cameron Dicker,K,K,59,,414.l.1399238
845,34357,Zonovan Knight,O,RB,64,,414.l.1399238
847,31141,Mike White,O,QB,26,Q,414.l.709240
849,31838,Daniel Jones,O,QB,64,,414.l.709240
851,32029,Trace McSorley,O,QB,1,,414.l.709240
853,32523,Greg Dortch,O,WR,10,,414.l.709240
856,32857,Donovan Peoples-Jones,O,WR,60,,414.l.709240
859,33113,Juwan Johnson,O,TE,28,,414.l.709240
862,33514,Chuba Hubbard,O,RB,39,,414.l.709240
865,33971,Jahan Dotson,O,WR,41,,414.l.709240
868,33973,Treylon Burks,O,WR,41,,414.l.709240
871,33975,Kenny Pickett,O,QB,13,,414.l.709240
873,34019,James Cook,O,RB,55,,414.l.709240
876,34030,Desmond Ridder,O,QB,5,,414.l.709240
878,34042,Malik Willis,O,QB,2,,414.l.709240
880,34047,Rachaad White,O,RB,82,,414.l.709240
883,34087,Hassan Haskins,O,RB,17,,414.l.709240
886,34218,Brock Purdy,O,QB,45,Q,414.l.709240
642,30995,Hayden Hurst,O,W/R/T,63,,399.l.522487
645,31012,Mike Gesicki,O,W/R/T,73,,399.l.522487
651,31840,T.J. Hockenson,O,W/R/T,95,,399.l.522487
654,31852,Noah Fant,O,W/R/T,80,,399.l.522487
