,player_id,name,position_type,eligible_positions,percent_owned,status,league
439,26701,Marquise Goodwin,O,WR,67,,371.l.347949
441,27590,Jimmy Garoppolo,O,QB,32,,371.l.347949
443,28408,Nelson Agholor,O,WR,84,,371.l.347949
445,29235,Jared Goff,O,QB,90,,371.l.347949
447,29307,Kenyan Drake,O,RB,89,,371.l.347949
449,29315,Austin Hooper,O,TE,58,,371.l.347949
451,29785,Robbie Anderson,O,WR,84,,371.l.347949
453,29789,Stephen Anderson,O,TE,14,,371.l.347949
455,30117,Leonard Fournette,O,RB,100,,371.l.347949
457,30121,Christian McCaffrey,O,RB,98,,371.l.347949
459,30136,Evan Engram,O,TE,92,,371.l.347949
461,30142,David Njoku,O,TE,7,,371.l.347949
463,30161,Joe Mixon,O,RB,86,,371.l.347949
465,30175,JuJu Smith-Schuster,O,WR,93,,371.l.347949
467,30180,Alvin Kamara,O,RB,97,,371.l.347949
469,30182,Cooper Kupp,O,WR,75,,371.l.347949
471,30199,Kareem Hunt,O,RB,99,,371.l.347949
473,30218,James Conner,O,RB,3,,371.l.347949
475,30247,Jamaal Williams,O,RB,75,,371.l.347949
477,30396,Keelan Cole,O,WR,53,,371.l.347949
479,100030,Jacksonville,DT,DEF,97,,371.l.347949
480,26060,Cole Beasley,O,WR,15,,371.l.765588
482,29236,Carson Wentz,O,QB,48,,371.l.765588
483,30118,Corey Davis,O,WR,30,,371.l.765588
485,30227,Samaje Perine,O,RB,73,,371.l.765588
487,26813,Rex Burkhead,O,RB,19,,380.l.153194
489,30115,Mitch Trubisky,O,QB,77,,380.l.153194
493,30123,Patrick Mahomes,O,QB,99,,380.l.153194
495,30125,Deshaun Watson,O,QB,98,,380.l.153194
497,30153,Curtis Samuel,O,WR,41,,380.l.153194
499,30154,Dalvin Cook,O,RB,98,,380.l.153194
501,30209,Kenny Golladay,O,WR,92,,380.l.153194
503,30230,Josh Reynolds,O,WR,51,,380.l.153194
505,30259,George Kittle,O,TE,98,,380.l.153194
507,30552,Matt Breida,O,RB,82,,380.l.153194
509,30971,Baker Mayfield,O,QB,71,,380.l.153194
511,30972,Saquon Barkley,O,RB,100,,380.l.153194
513,30973,Sam Darnold,O,QB,7,,380.l.153194
515,30977,Josh Allen,O,QB,27,,380.l.153194
517,30994,DJ Moore,O,WR,76,,380.l.153194
519,30996,Calvin Ridley,O,WR,85,,380.l.153194
521,31002,Lamar Jackson,O,QB,45,,380.l.153194
523,31005,Nick Chubb,O,RB,97,,380.l.153194
525,31010,Courtland Sutton,O,WR,58,,380.l.153194
527,31014,Dante Pettis,O,WR,50,,380.l.153194
529,31017,Christian Kirk,O,WR,14,,380.l.153194
531,31041,Royce Freeman,O,RB,44,,380.l.153194
533,31075,Antonio Callaway,O,WR,27,,380.l.153194
535,31144,Marquez Valdes-Scantling,O,WR,27,,380.l.153194
537,31221,Justin Jackson,O,RB,46,,380.l.153194
539,31394,Jeff Wilson Jr.,O,RB,48,,380.l.153194
541,31424,Gus Edwards,O,RB,73,,380.l.153194
543,30197,Chris Godwin,O,WR,55,,380.l.844269
545,30295,Aaron Jones,O,RB,65,,380.l.844269
547,30423,Austin Ekeler,O,RB,62,,380.l.844269
549,26824,Ryan Griffin,O,TE,22,Q,390.l.102101
551,28414,Breshad Perriman,O,WR,68,,390.l.102101
553,28464,Chris Conley,O,WR,23,,390.l.102101
555,28592,Darren Waller,O,TE,96,Q,390.l.102101
557,28654,Raheem Mostert,O,RB,83,,390.l.102101
559,29269,Hunter Henry,O,TE,95,,390.l.102101
561,29325,Jacoby Brissett,O,QB,36,,390.l.102101
562,29441,Jeff Driskel,O,QB,2,,390.l.102101
563,30213,Jonnu Smith,O,TE,17,,390.l.102101
565,31021,Anthony Miller,O,WR,45,Q,390.l.102101
567,31031,DJ Chark,O,WR,86,,390.l.102101
