player_name,player_url,position,faab_spend,failed_bids,awardee,awardee_url,award_timestamp,has_failed_bidders,faab_dollars,sort
Mike Wallace,https://sports.yahoo.com/nfl/players/9348,WR,$2 Winning Offer,"[[""Kareem'd my Pants"", 'https://football.fantasysports.yahoo.com/2017/f1/347949/6', '$1 (Lower Offer)']]",Golladayum,https://football.fantasysports.yahoo.com/2017/f1/347949/3,"Dec 20, 4:20 am",1,2,"Mike WallaceGolladayumDec 20, 4:20 am2"
Dede Westbrook,https://sports.yahoo.com/nfl/players/30223,WR,$5 Winning Offer,"[['Golladayum', 'https://football.fantasysports.yahoo.com/2017/f1/347949/3', '$2 (Lower Offer)']]",Kareem'd my Pants,https://football.fantasysports.yahoo.com/2017/f1/347949/6,"Dec 20, 4:20 am",1,5,"Dede WestbrookKareem'd my PantsDec 20, 4:20 am5"
Nick Foles,https://sports.yahoo.com/nfl/players/25798,QB,$3 Winning Offer,"[['The Juice Is Loose', 'https://football.fantasysports.yahoo.com/2017/f1/347949/10', '$2 (Lower Offer)']]",Magic Skol Bus,https://football.fantasysports.yahoo.com/2017/f1/347949/9,"Dec 13, 4:13 am",1,3,"Nick FolesMagic Skol BusDec 13, 4:13 am3"
New Orleans,https://sports.yahoo.com/nfl/teams/new-orleans/,DEF,$18 Winning Offer,"[['CantStopWontStop', 'https://football.fantasysports.yahoo.com/2017/f1/347949/5', '$10 (Lower Offer)']]",Kareem'd my Pants,https://football.fantasysports.yahoo.com/2017/f1/347949/6,"Dec 13, 4:13 am",1,18,"New OrleansKareem'd my PantsDec 13, 4:13 am18"
Mike Davis,https://sports.yahoo.com/nfl/players/28514,RB,$18 Winning Offer,"[['BryanIsATampon', 'https://football.fantasysports.yahoo.com/2017/f1/347949/7', '$2 (Lower Offer)']]",Fetty Watt,https://football.fantasysports.yahoo.com/2017/f1/347949/8,"Dec 6, 4:14 am",1,18,"Mike DavisFetty WattDec 6, 4:14 am18"
Kenyan Drake,https://sports.yahoo.com/nfl/players/29307,RB,$18 Winning Offer,"[['Golladayum', 'https://football.fantasysports.yahoo.com/2017/f1/347949/3', '$7 (Lower Offer)'], ['BryanIsATampon', 'https://football.fantasysports.yahoo.com/2017/f1/347949/7', '$5 (Lower Offer)'], ['The Brady Bunch', 'https://football.fantasysports.yahoo.com/2017/f1/347949/4', '$1 (Lower Offer)']]",CantStopWontStop,https://football.fantasysports.yahoo.com/2017/f1/347949/5,"Nov 29, 4:38 am",1,18,"Kenyan DrakeCantStopWontStopNov 29, 4:38 am18"
Jamaal Williams,https://sports.yahoo.com/nfl/players/30247,RB,$15 Winning Offer,"[[""Kareem'd my Pants"", 'https://football.fantasysports.yahoo.com/2017/f1/347949/6', '$10 (Lower Offer)'], ['BryanIsATampon', 'https://football.fantasysports.yahoo.com/2017/f1/347949/7', '$5 (Lower Offer)']]",UGotAnyGamesOnUrPhon,https://football.fantasysports.yahoo.com/2017/f1/347949/1,"Nov 29, 4:38 am",1,15,"Jamaal WilliamsUGotAnyGamesOnUrPhonNov 29, 4:38 am15"
Corey Davis,https://sports.yahoo.com/nfl/players/30118,WR,$1 Winning Offer,"[['Fetty Watt', 'https://football.fantasysports.yahoo.com/2017/f1/347949/8', '$1 (Lower waiver priority)']]",Magic Skol Bus,https://football.fantasysports.yahoo.com/2017/f1/347949/9,"Nov 22, 4:20 am",1,1,"Corey DavisMagic Skol BusNov 22, 4:20 am1"
Kenny Stills,https://sports.yahoo.com/nfl/players/26767,WR,$6 Winning Offer,"[['The Juice Is Loose', 'https://football.fantasysports.yahoo.com/2017/f1/347949/10', '$0 (Lower Offer)']]",Fetty Watt,https://football.fantasysports.yahoo.com/2017/f1/347949/8,"Nov 22, 4:20 am",1,6,"Kenny StillsFetty WattNov 22, 4:20 am6"
Josh Doctson,https://sports.yahoo.com/nfl/players/29256,WR,$8 Winning Offer,"[['Magic Skol Bus', 'https://football.fantasysports.yahoo.com/2017/f1/347949/9', '$1 (Lower Offer)']]",The Juice Is Loose,https://football.fantasysports.yahoo.com/2017/f1/347949/10,"Nov 22, 4:20 am",1,8,"Josh DoctsonThe Juice Is LooseNov 22, 4:20 am8"
Eli Manning,https://sports.yahoo.com/nfl/players/6760,QB,$1 Winning Offer,"[['Dezspacito', 'https://football.fantasysports.yahoo.com/2017/f1/347949/2', '$1 (Lower waiver priority)']]",Fetty Watt,https://football.fantasysports.yahoo.com/2017/f1/347949/8,"Nov 16, 4:04 am",1,1,"Eli ManningFetty WattNov 16, 4:04 am1"
Jared Cook,https://sports.yahoo.com/nfl/players/9353,TE,$14 Winning Offer,"[['BryanIsATampon', 'https://football.fantasysports.yahoo.com/2017/f1/347949/7', '$4 (Lower Offer)'], ['The Brady Bunch', 'https://football.fantasysports.yahoo.com/2017/f1/347949/4', '$4 (Lower Offer)'], ['Magic Skol Bus', 'https://football.fantasysports.yahoo.com/2017/f1/347949/9', '$2 (Lower Offer)']]",Golladayum,https://football.fantasysports.yahoo.com/2017/f1/347949/3,"Nov 15, 4:47 am",1,14,"Jared CookGolladayumNov 15, 4:47 am14"
Danny Woodhead,https://sports.yahoo.com/nfl/players/9560,RB,$7 Winning Offer,"[[""Kareem'd my Pants"", 'https://football.fantasysports.yahoo.com/2017/f1/347949/6', '$1 (Lower Offer)']]",BryanIsATampon,https://football.fantasysports.yahoo.com/2017/f1/347949/7,"Nov 15, 4:47 am",1,7,"Danny WoodheadBryanIsATamponNov 15, 4:47 am7"
Blake Bortles,https://sports.yahoo.com/nfl/players/27531,QB,$6 Winning Offer,"[['The Brady Bunch', 'https://football.fantasysports.yahoo.com/2017/f1/347949/4', '$2 (Lower Offer)'], [""Kareem'd my Pants"", 'https://football.fantasysports.yahoo.com/2017/f1/347949/6', '$1 (Lower Offer)']]",BryanIsATampon,https://football.fantasysports.yahoo.com/2017/f1/347949/7,"Nov 15, 4:47 am",1,6,"Blake BortlesBryanIsATamponNov 15, 4:47 am6"
Rex Burkhead,https://sports.yahoo.com/nfl/players/26813,RB,$12 Winning Offer,"[['Golladayum', 'https://football.fantasysports.yahoo.com/2017/f1/347949/3', '$12 (Lower waiver priority)']]",BryanIsATampon,https://football.fantasysports.yahoo.com/2017/f1/347949/7,"Nov 15, 4:47 am",1,12,"Rex BurkheadBryanIsATamponNov 15, 4:47 am12"
Jamaal Williams,https://sports.yahoo.com/nfl/players/30247,RB,$12 Winning Offer,"[['BryanIsATampon', 'https://football.fantasysports.yahoo.com/2017/f1/347949/7', '$6 (Lower Offer)'], ['Magic Skol Bus', 'https://football.fantasysports.yahoo.com/2017/f1/347949/9', '$1 (Lower Offer)']]",Golladayum,https://football.fantasysports.yahoo.com/2017/f1/347949/3,"Nov 15, 4:47 am",1,12,"Jamaal WilliamsGolladayumNov 15, 4:47 am12"
Rishard Matthews,https://sports.yahoo.com/nfl/players/25937,WR,$12 Winning Offer,"[['The Brady Bunch', 'https://football.fantasysports.yahoo.com/2017/f1/347949/4', '$4 (Lower Offer)']]",The Juice Is Loose,https://football.fantasysports.yahoo.com/2017/f1/347949/10,"Nov 8, 5:18 am",1,12,"Rishard MatthewsThe Juice Is LooseNov 8, 5:18 am12"
Carolina,https://sports.yahoo.com/nfl/teams/carolina/,DEF,$8 Winning Offer,"[['BryanIsATampon', 'https://football.fantasysports.yahoo.com/2017/f1/347949/7', '$5 (Lower Offer)']]",The Juice Is Loose,https://football.fantasysports.yahoo.com/2017/f1/347949/10,"Nov 8, 5:18 am",1,8,"CarolinaThe Juice Is LooseNov 8, 5:18 am8"
James White,https://sports.yahoo.com/nfl/players/27658,RB,$16 Winning Offer,"[['Magic Skol Bus', 'https://football.fantasysports.yahoo.com/2017/f1/347949/9', '$2 (Lower Offer)']]",BryanIsATampon,https://football.fantasysports.yahoo.com/2017/f1/347949/7,"Nov 8, 5:18 am",1,16,"James WhiteBryanIsATamponNov 8, 5:18 am16"
Paul Richardson,https://sports.yahoo.com/nfl/players/27573,WR,$10 Winning Offer,"[['The Brady Bunch', 'https://football.fantasysports.yahoo.com/2017/f1/347949/4', '$8 (Lower Offer)']]",CantStopWontStop,https://football.fantasysports.yahoo.com/2017/f1/347949/5,"Nov 1, 9:24 am",1,10,"Paul RichardsonCantStopWontStopNov 1, 9:24 am10"
Jared Goff,https://sports.yahoo.com/nfl/players/29235,QB,$7 Winning Offer,"[['CantStopWontStop', 'https://football.fantasysports.yahoo.com/2017/f1/347949/5', '$2 (Lower Offer)'], ['Dezspacito', 'https://football.fantasysports.yahoo.com/2017/f1/347949/2', '$1 (Lower Offer)'], ['UGotAnyGamesOnUrPhon', 'https://football.fantasysports.yahoo.com/2017/f1/347949/1', '$1 (Lower Offer)']]",Golladayum,https://football.fantasysports.yahoo.com/2017/f1/347949/3,"Nov 1, 9:24 am",1,7,"Jared GoffGolladayumNov 1, 9:24 am7"
Alex Collins,https://sports.yahoo.com/nfl/players/29405,RB,$20 Winning Offer,"[['Golladayum', 'https://football.fantasysports.yahoo.com/2017/f1/347949/3', '$17 (Lower Offer)'], ['The Brady Bunch', 'https://football.fantasysports.yahoo.com/2017/f1/347949/4', '$3 (Lower Offer)'], ['UGotAnyGamesOnUrPhon', 'https://football.fantasysports.yahoo.com/2017/f1/347949/1', '$2 (Lower Offer)']]",Dezspacito,https://football.fantasysports.yahoo.com/2017/f1/347949/2,"Nov 1, 9:24 am",1,20,"Alex CollinsDezspacitoNov 1, 9:24 am20"
