,player_name,position,player_url,position_rank
0,Josh Allen,QB,https://sports.yahoo.com/nfl/players/30977,1
1,Justin Herbert,QB,https://sports.yahoo.com/nfl/players/32676,2
2,Tom Brady,QB,https://sports.yahoo.com/nfl/players/5228,3
3,Patrick Mahomes,QB,https://sports.yahoo.com/nfl/players/30123,4
4,Matthew Stafford,QB,https://sports.yahoo.com/nfl/players/9265,7
5,Aaron Rodgers,QB,https://sports.yahoo.com/nfl/players/7200,8
6,Dak Prescott,QB,https://sports.yahoo.com/nfl/players/29369,9
7,Joe Burrow,QB,https://sports.yahoo.com/nfl/players/32671,10
8,Jalen Hurts,QB,https://sports.yahoo.com/nfl/players/32723,11
9,Kyler Murray,QB,https://sports.yahoo.com/nfl/players/31833,12
10,Kirk Cousins,QB,https://sports.yahoo.com/nfl/players/25812,14
11,Ryan Tannehill,QB,https://sports.yahoo.com/nfl/players/25718,18
12,Derek Carr,QB,https://sports.yahoo.com/nfl/players/27564,19
13,Carson Wentz,QB,https://sports.yahoo.com/nfl/players/29236,23
14,Lamar Jackson,QB,https://sports.yahoo.com/nfl/players/31002,24
15,Russell Wilson,QB,https://sports.yahoo.com/nfl/players/25785,26
16,Jimmy Garoppolo,QB,https://sports.yahoo.com/nfl/players/27590,29
17,Mac Jones,QB,https://sports.yahoo.com/nfl/players/33403,30
18,Matt Ryan,QB,https://sports.yahoo.com/nfl/players/8780,31
19,Taylor Heinicke,QB,https://sports.yahoo.com/nfl/players/28839,33
20,Ben Roethlisberger,QB,https://sports.yahoo.com/nfl/players/6770,35
21,Trevor Lawrence,QB,https://sports.yahoo.com/nfl/players/33389,42
22,Teddy Bridgewater,QB,https://sports.yahoo.com/nfl/players/27560,48
23,Jared Goff,QB,https://sports.yahoo.com/nfl/players/29235,55
24,Baker Mayfield,QB,https://sports.yahoo.com/nfl/players/30971,66
0,Tua Tagovailoa,QB,https://sports.yahoo.com/nfl/players/32675,70
1,Daniel Jones,QB,https://sports.yahoo.com/nfl/players/31838,85
2,Sam Darnold,QB,https://sports.yahoo.com/nfl/players/30973,93
3,Davis Mills,QB,https://sports.yahoo.com/nfl/players/33455,99
4,Zach Wilson,QB,https://sports.yahoo.com/nfl/players/33390,106
5,Justin Fields,QB,https://sports.yahoo.com/nfl/players/33399,129
6,Taysom Hill,QB,https://sports.yahoo.com/nfl/players/30614,151
7,Jameis Winston,QB,https://sports.yahoo.com/nfl/players/28389,157
8,Trevor Siemian,QB,https://sports.yahoo.com/nfl/players/28638,207
9,Andy Dalton,QB,https://sports.yahoo.com/nfl/players/24822,209
10,Tyler Huntley,QB,https://sports.yahoo.com/nfl/players/32993,211
11,Cam Newton,QB,https://sports.yahoo.com/nfl/players/24788,214
12,Tyrod Taylor,QB,https://sports.yahoo.com/nfl/players/24967,219
13,Jacoby Brissett,QB,https://sports.yahoo.com/nfl/players/29325,226
14,Trey Lance,QB,https://sports.yahoo.com/nfl/players/33391,255
15,Geno Smith,QB,https://sports.yahoo.com/nfl/players/26662,279
16,Drew Lock,QB,https://sports.yahoo.com/nfl/players/31874,287
17,Mike White,QB,https://sports.yahoo.com/nfl/players/31141,305
18,Josh Johnson,QB,https://sports.yahoo.com/nfl/players/8937,307
19,Colt McCoy,QB,https://sports.yahoo.com/nfl/players/24060,318
20,Mike Glennon,QB,https://sports.yahoo.com/nfl/players/26696,346
21,Gardner Minshew,QB,https://sports.yahoo.com/nfl/players/32010,350
22,Case Keenum,QB,https://sports.yahoo.com/nfl/players/26483,362
23,Tim Boyle,QB,https://sports.yahoo.com/nfl/players/31431,377
24,Cooper Rush,QB,https://sports.yahoo.com/nfl/players/30788,387
0,Joe Flacco,QB,https://sports.yahoo.com/nfl/players/8795,390
1,Jordan Love,QB,https://sports.yahoo.com/nfl/players/32696,397
2,Mason Rudolph,QB,https://sports.yahoo.com/nfl/players/31046,404
3,Nick Foles,QB,https://sports.yahoo.com/nfl/players/25798,415
4,PJ Walker,QB,https://sports.yahoo.com/nfl/players/30538,428
5,Marcus Mariota,QB,https://sports.yahoo.com/nfl/players/28390,436
6,Brandon Allen,QB,https://sports.yahoo.com/nfl/players/29435,445
7,Sean Mannion,QB,https://sports.yahoo.com/nfl/players/28477,446
8,Jake Fromm,QB,https://sports.yahoo.com/nfl/players/32837,448
9,Brian Hoyer,QB,https://sports.yahoo.com/nfl/players/9547,454
10,Nick Mullens,QB,https://sports.yahoo.com/nfl/players/30563,469
11,Garrett Gilbert,QB,https://sports.yahoo.com/nfl/players/27742,479
12,Kyle Allen,QB,https://sports.yahoo.com/nfl/players/31301,483
13,Mitch Trubisky,QB,https://sports.yahoo.com/nfl/players/30115,487
14,Chad Henne,QB,https://sports.yahoo.com/nfl/players/8834,545
15,Ian Book,QB,https://sports.yahoo.com/nfl/players/33521,553
16,Chris Streveler,QB,https://sports.yahoo.com/nfl/players/32662,568
17,Blaine Gabbert,QB,https://sports.yahoo.com/nfl/players/24797,571
18,C.J. Beathard,QB,https://sports.yahoo.com/nfl/players/30217,581
19,Sam Ehlinger,QB,https://sports.yahoo.com/nfl/players/33606,597
20,Ryan Fitzpatrick,QB,https://sports.yahoo.com/nfl/players/7426,601
21,David Blough,QB,https://sports.yahoo.com/nfl/players/32272,603
22,Kellen Mond,QB,https://sports.yahoo.com/nfl/players/33454,612
23,Nathan Peterman,QB,https://sports.yahoo.com/nfl/players/30284,613
24,James Morgan,QB,https://sports.yahoo.com/nfl/players/32795,616
0,Jake Luton,QB,https://sports.yahoo.com/nfl/players/32859,622
1,Cole McDonald,QB,https://sports.yahoo.com/nfl/players/32894,624
2,Ben DiNucci,QB,https://sports.yahoo.com/nfl/players/32901,625
3,Tommy Stevens,QB,https://sports.yahoo.com/nfl/players/32910,626
4,Nate Stanley,QB,https://sports.yahoo.com/nfl/players/32914,627
5,Brian Lewerke,QB,https://sports.yahoo.com/nfl/players/33015,649
6,Case Cookus,QB,https://sports.yahoo.com/nfl/players/33036,656
7,Steven Montez,QB,https://sports.yahoo.com/nfl/players/33207,693
8,Jalen Morton,QB,https://sports.yahoo.com/nfl/players/33229,698
9,Bryce Perkins,QB,https://sports.yahoo.com/nfl/players/33258,701
10,Anthony Gordon,QB,https://sports.yahoo.com/nfl/players/33266,702
11,Reid Sinnett,QB,https://sports.yahoo.com/nfl/players/33279,705
12,Kyle Trask,QB,https://sports.yahoo.com/nfl/players/33452,739
13,Kevin Hogan,QB,https://sports.yahoo.com/nfl/players/29396,742
14,Nate Sudfeld,QB,https://sports.yahoo.com/nfl/players/29421,747
15,Jeff Driskel,QB,https://sports.yahoo.com/nfl/players/29441,750
16,Kenji Bahar,QB,https://sports.yahoo.com/nfl/players/33815,814
17,Shane Buechele,QB,https://sports.yahoo.com/nfl/players/33879,836
18,Jamie Newman,QB,https://sports.yahoo.com/nfl/players/33890,839
19,K.J. Costello,QB,https://sports.yahoo.com/nfl/players/33931,853
20,Ryan Willis,QB,https://sports.yahoo.com/nfl/players/33944,860
21,Deshaun Watson,QB,https://sports.yahoo.com/nfl/players/30125,872
22,DeShone Kizer,QB,https://sports.yahoo.com/nfl/players/30165,873
23,Joshua Dobbs,QB,https://sports.yahoo.com/nfl/players/30248,880
24,Matt Barkley,QB,https://sports.yahoo.com/nfl/players/26721,906
0,Kyle Sloter,QB,https://sports.yahoo.com/nfl/players/30822,907
1,Ryan Griffin,QB,https://sports.yahoo.com/nfl/players/26949,921
2,Kyle Lauletta,QB,https://sports.yahoo.com/nfl/players/31078,924
3,Danny Etling,QB,https://sports.yahoo.com/nfl/players/31189,936
4,Alex McGough,QB,https://sports.yahoo.com/nfl/players/31190,937
5,Blake Bortles,QB,https://sports.yahoo.com/nfl/players/27531,969
6,AJ McCarron,QB,https://sports.yahoo.com/nfl/players/27692,980
7,Dwayne Haskins Jr.,QB,https://sports.yahoo.com/nfl/players/31847,984
8,Will Grier,QB,https://sports.yahoo.com/nfl/players/31932,991
9,Ryan Finley,QB,https://sports.yahoo.com/nfl/players/31936,993
10,Jarrett Stidham,QB,https://sports.yahoo.com/nfl/players/31965,998
11,Easton Stick,QB,https://sports.yahoo.com/nfl/players/31998,1001
12,Clayton Thorson,QB,https://sports.yahoo.com/nfl/players/31999,1002
13,Trace McSorley,QB,https://sports.yahoo.com/nfl/players/32029,1006
14,Jake Browning,QB,https://sports.yahoo.com/nfl/players/32138,1021
15,Brett Rypien,QB,https://sports.yahoo.com/nfl/players/32221,1031
16,Eric Dungey,QB,https://sports.yahoo.com/nfl/players/32235,1034
17,Kyle Shurmur,QB,https://sports.yahoo.com/nfl/players/32366,1041
18,Joe Webb III,QB,https://sports.yahoo.com/nfl/players/24175,1042
19,Jake Dolegala,QB,https://sports.yahoo.com/nfl/players/32464,1048
20,Devlin Hodges,QB,https://sports.yahoo.com/nfl/players/32581,1061
21,Brett Hundley,QB,https://sports.yahoo.com/nfl/players/28535,1063
22,Jordan Ta'amu,QB,https://sports.yahoo.com/nfl/players/32642,1064
23,Kurt Benkert,QB,https://sports.yahoo.com/nfl/players/31336,1072
24,Chase Daniel,QB,https://sports.yahoo.com/nfl/players/9678,1073
0,Davis Webb,QB,https://sports.yahoo.com/nfl/players/30200,1074
1,Jacob Eason,QB,https://sports.yahoo.com/nfl/players/32792,1076
2,Logan Woodside,QB,https://sports.yahoo.com/nfl/players/31219,1077
3,Feleipe Franks,QB,https://sports.yahoo.com/nfl/players/33729,1078
4,John Wolford,QB,https://sports.yahoo.com/nfl/players/31803,1080
5,Josh Rosen,QB,https://sports.yahoo.com/nfl/players/30980,1083
0,Cooper Kupp,WR,https://sports.yahoo.com/nfl/players/30182,5
1,Deebo Samuel,WR,https://sports.yahoo.com/nfl/players/31868,15
2,Davante Adams,WR,https://sports.yahoo.com/nfl/players/27581,16
3,Justin Jefferson,WR,https://sports.yahoo.com/nfl/players/32692,17
4,Ja'Marr Chase,WR,https://sports.yahoo.com/nfl/players/33393,22
5,Tyreek Hill,WR,https://sports.yahoo.com/nfl/players/29399,27
