,player_name,position,player_url,position_rank
0,Andrew Luck,QB,https://sports.yahoo.com/nfl/players/25711,17
1,Aaron Rodgers,QB,https://sports.yahoo.com/nfl/players/7200,21
2,Russell Wilson,QB,https://sports.yahoo.com/nfl/players/25785,33
3,Drew Brees,QB,https://sports.yahoo.com/nfl/players/5479,36
4,Ben Roethlisberger,QB,https://sports.yahoo.com/nfl/players/6770,43
5,Peyton Manning,QB,https://sports.yahoo.com/nfl/players/4256,45
6,Matt Ryan,QB,https://sports.yahoo.com/nfl/players/8780,54
7,Tony Romo,QB,https://sports.yahoo.com/nfl/players/6624,58
8,Eli Manning,QB,https://sports.yahoo.com/nfl/players/6760,60
9,Tom Brady,QB,https://sports.yahoo.com/nfl/players/5228,69
10,Cam Newton,QB,https://sports.yahoo.com/nfl/players/24788,73
11,Ryan Tannehill,QB,https://sports.yahoo.com/nfl/players/25718,77
12,Matthew Stafford,QB,https://sports.yahoo.com/nfl/players/9265,85
13,Philip Rivers,QB,https://sports.yahoo.com/nfl/players/6763,99
14,Sam Bradford,QB,https://sports.yahoo.com/nfl/players/23976,102
15,Teddy Bridgewater,QB,https://sports.yahoo.com/nfl/players/27560,103
16,Colin Kaepernick,QB,https://sports.yahoo.com/nfl/players/24823,108
17,Carson Palmer,QB,https://sports.yahoo.com/nfl/players/6337,114
18,Joe Flacco,QB,https://sports.yahoo.com/nfl/players/8795,124
19,Jay Cutler,QB,https://sports.yahoo.com/nfl/players/7760,130
20,Marcus Mariota,QB,https://sports.yahoo.com/nfl/players/28390,134
21,Andy Dalton,QB,https://sports.yahoo.com/nfl/players/24822,135
22,Jameis Winston,QB,https://sports.yahoo.com/nfl/players/28389,148
23,Derek Carr,QB,https://sports.yahoo.com/nfl/players/27564,154
24,Alex Smith,QB,https://sports.yahoo.com/nfl/players/7177,165
0,Blake Bortles,QB,https://sports.yahoo.com/nfl/players/27531,168
1,Robert Griffin III,QB,https://sports.yahoo.com/nfl/players/25712,180
2,Tyrod Taylor,QB,https://sports.yahoo.com/nfl/players/24967,186
3,Kirk Cousins,QB,https://sports.yahoo.com/nfl/players/25812,188
4,Ryan Fitzpatrick,QB,https://sports.yahoo.com/nfl/players/7426,191
5,Blaine Gabbert,QB,https://sports.yahoo.com/nfl/players/24797,211
6,Josh McCown,QB,https://sports.yahoo.com/nfl/players/5967,213
7,Brian Hoyer,QB,https://sports.yahoo.com/nfl/players/9547,240
8,Brock Osweiler,QB,https://sports.yahoo.com/nfl/players/25767,254
9,Matt Hasselbeck,QB,https://sports.yahoo.com/nfl/players/4416,2341
10,Brandon Weeden,QB,https://sports.yahoo.com/nfl/players/25732,2487
11,Johnny Manziel,QB,https://sports.yahoo.com/nfl/players/27550,2506
12,Ryan Mallett,QB,https://sports.yahoo.com/nfl/players/24861,2534
13,EJ Manuel,QB,https://sports.yahoo.com/nfl/players/26639,2568
14,Devin Gardner,QB,https://sports.yahoo.com/nfl/players/28984,2589
15,Terrelle Pryor Sr.,QB,https://sports.yahoo.com/nfl/players/25681,2590
16,G.J. Kinne,QB,https://sports.yahoo.com/nfl/players/26154,2591
