player,player_url,position,score,manager_id,opponent_id,matchup_url,league_url
,,,26.25,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.50,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.38,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,16.40,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.18,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.50,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.65,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,21.15,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.00,5,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,26.20,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,25.15,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.13,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,15.00,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,5.08,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.78,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.75,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,10.13,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,28.50,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,10.50,4,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=4&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,16.85,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,16.88,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.88,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,0.75,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.40,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,11.80,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,7.63,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.33,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.55,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,9.00,8,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.05,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,9.20,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.13,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,12.85,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,22.80,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,9.28,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.25,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,9.25,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,16.75,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.50,9,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=8&mid2=9&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,18.45,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,13.00,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,25.05,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.75,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,16.95,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,18.00,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,13.63,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,21.28,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,24.00,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,11.00,1,2,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,25.10,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,25.25,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,12.25,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.50,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,4.93,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.65,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.00,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,39.50,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,27.35,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,12.50,2,1,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=1&mid2=2&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,13.55,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,12.50,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,5.25,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.25,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.00,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,11.15,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.13,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.50,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.80,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,18.50,8,5,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.90,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,10.25,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,15.63,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,12.50,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,29.45,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.25,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.75,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.60,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,23.75,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.50,5,8,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=5&mid2=8&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,27.90,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,39.38,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,23.75,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,15.75,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,25.20,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,22.45,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.00,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,13.98,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,25.75,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,16.00,4,9,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.55,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,11.38,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.63,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,1.75,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,11.78,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,7.73,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,5.13,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,26.53,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.45,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.50,9,4,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=4&mid2=9&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,20.65,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.13,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,26.63,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,13.20,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,15.20,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.60,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.88,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,10.30,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,22.65,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,23.00,3,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,11.15,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,32.60,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,21.88,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,1.00,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,13.80,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.20,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.50,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.75,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,25.30,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.00,10,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=10&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,26.45,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.38,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,26.00,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,9.88,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,11.60,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,5.00,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,12.38,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
