player,player_url,position,score,manager_id,opponent_id,matchup_url,league_url
,,,8.28,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,25.90,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,10.50,6,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,26.15,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.58,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.95,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,4.73,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,22.50,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.25,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.88,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,6.15,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,11.45,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.50,7,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=6&mid2=7&week=16,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,15.05,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,5.75,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,9.88,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,8.65,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,7.23,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.10,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,10.50,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,26.88,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.35,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,17.50,3,6,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,20.85,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,9.00,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,2.88,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,26.13,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,4.80,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,10.25,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.38,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.88,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,16.75,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,13.50,6,3,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=3&mid2=6&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,15.50,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,19.15,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,4.75,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,34.25,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,24.20,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,13.75,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,18.25,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,30.38,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,3.80,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,14.50,10,7,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,31.00,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,16.63,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,5.13,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,2.75,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,4.80,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,12.50,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,9.00,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,15.55,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,15.80,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
,,,5.50,7,10,https://football.fantasysports.yahoo.com/2023/f1/199957/matchup?mid1=10&mid2=7&week=17,https://football.fantasysports.yahoo.com/2023/f1/199957
