,player_name,position,player_url,position_rank
0,Lamar Jackson,QB,https://sports.yahoo.com/nfl/players/31002,1
1,Dak Prescott,QB,https://sports.yahoo.com/nfl/players/29369,3
2,Russell Wilson,QB,https://sports.yahoo.com/nfl/players/25785,4
3,Deshaun Watson,QB,https://sports.yahoo.com/nfl/players/30125,5
4,Jameis Winston,QB,https://sports.yahoo.com/nfl/players/28389,6
5,Kyler Murray,QB,https://sports.yahoo.com/nfl/players/31833,8
6,Patrick Mahomes,QB,https://sports.yahoo.com/nfl/players/30123,9
7,Josh Allen,QB,https://sports.yahoo.com/nfl/players/30977,10
8,Aaron Rodgers,QB,https://sports.yahoo.com/nfl/players/7200,14
9,Carson Wentz,QB,https://sports.yahoo.com/nfl/players/29236,15
10,Matt Ryan,QB,https://sports.yahoo.com/nfl/players/8780,16
11,Tom Brady,QB,https://sports.yahoo.com/nfl/players/5228,19
12,Jared Goff,QB,https://sports.yahoo.com/nfl/players/29235,21
13,Jimmy Garoppolo,QB,https://sports.yahoo.com/nfl/players/27590,22
14,Derek Carr,QB,https://sports.yahoo.com/nfl/players/27564,23
15,Ryan Fitzpatrick,QB,https://sports.yahoo.com/nfl/players/7426,24
16,Philip Rivers,QB,https://sports.yahoo.com/nfl/players/6763,25
17,Kirk Cousins,QB,https://sports.yahoo.com/nfl/players/25812,26
18,Baker Mayfield,QB,https://sports.yahoo.com/nfl/players/30971,28
19,Gardner Minshew,QB,https://sports.yahoo.com/nfl/players/32010,29
20,Ryan Tannehill,QB,https://sports.yahoo.com/nfl/players/25718,36
21,Drew Brees,QB,https://sports.yahoo.com/nfl/players/5479,37
22,Jacoby Brissett,QB,https://sports.yahoo.com/nfl/players/29325,40
23,Daniel Jones,QB,https://sports.yahoo.com/nfl/players/31838,41
24,Andy Dalton,QB,https://sports.yahoo.com/nfl/players/24822,49
0,Mitch Trubisky,QB,https://sports.yahoo.com/nfl/players/30115,50
1,Sam Darnold,QB,https://sports.yahoo.com/nfl/players/30973,65
2,Kyle Allen,QB,https://sports.yahoo.com/nfl/players/31301,77
3,Matthew Stafford,QB,https://sports.yahoo.com/nfl/players/9265,91
4,Mason Rudolph,QB,https://sports.yahoo.com/nfl/players/31046,160
