,player_name,position,player_url,score
0,Patrick Mahomes,QB,https://sports.yahoo.com/nfl/players/30123,478.50
1,Josh Allen,QB,https://sports.yahoo.com/nfl/players/30977,467.40
2,Jalen Hurts,QB,https://sports.yahoo.com/nfl/players/32723,438.05
3,Joe Burrow,QB,https://sports.yahoo.com/nfl/players/32671,407.88
4,Geno Smith,QB,https://sports.yahoo.com/nfl/players/26662,363.85
5,Trevor Lawrence,QB,https://sports.yahoo.com/nfl/players/33389,362.03
6,Justin Fields,QB,https://sports.yahoo.com/nfl/players/33399,350.98
7,Kirk Cousins,QB,https://sports.yahoo.com/nfl/players/25812,345.48
8,Daniel Jones,QB,https://sports.yahoo.com/nfl/players/31838,344.75
9,Justin Herbert,QB,https://sports.yahoo.com/nfl/players/32676,337.08
10,Jared Goff,QB,https://sports.yahoo.com/nfl/players/29235,338.15
11,Tom Brady,QB,https://sports.yahoo.com/nfl/players/5228,326.58
12,Aaron Rodgers,QB,https://sports.yahoo.com/nfl/players/7200,286.50
13,Lamar Jackson,QB,https://sports.yahoo.com/nfl/players/31002,281.60
14,Tua Tagovailoa,QB,https://sports.yahoo.com/nfl/players/32675,270.15
15,Russell Wilson,QB,https://sports.yahoo.com/nfl/players/25785,271.45
16,Derek Carr,QB,https://sports.yahoo.com/nfl/players/27564,256.85
17,Kyler Murray,QB,https://sports.yahoo.com/nfl/players/31833,238.65
18,Dak Prescott,QB,https://sports.yahoo.com/nfl/players/29369,233.75
19,Marcus Mariota,QB,https://sports.yahoo.com/nfl/players/28390,235.70
20,Davis Mills,QB,https://sports.yahoo.com/nfl/players/33455,221.40
21,Andy Dalton,QB,https://sports.yahoo.com/nfl/players/24822,206.30
22,Mac Jones,QB,https://sports.yahoo.com/nfl/players/33403,204.60
23,Jacoby Brissett,QB,https://sports.yahoo.com/nfl/players/29325,208.78
24,Ryan Tannehill,QB,https://sports.yahoo.com/nfl/players/25718,193.05
0,Jimmy Garoppolo,QB,https://sports.yahoo.com/nfl/players/27590,193.98
1,Matt Ryan,QB,https://sports.yahoo.com/nfl/players/8780,197.60
2,Kenny Pickett,QB,https://sports.yahoo.com/nfl/players/33975,181.83
3,Taysom Hill,QB,https://sports.yahoo.com/nfl/players/30614,160.00
4,Baker Mayfield,QB,https://sports.yahoo.com/nfl/players/30971,149.28
5,Taylor Heinicke,QB,https://sports.yahoo.com/nfl/players/28839,146.95
6,Carson Wentz,QB,https://sports.yahoo.com/nfl/players/29236,134.50
7,Matthew Stafford,QB,https://sports.yahoo.com/nfl/players/9265,135.48
8,Brock Purdy,QB,https://sports.yahoo.com/nfl/players/34218,120.33
9,Zach Wilson,QB,https://sports.yahoo.com/nfl/players/33390,119.90
10,Sam Darnold,QB,https://sports.yahoo.com/nfl/players/30973,104.40
11,Deshaun Watson,QB,https://sports.yahoo.com/nfl/players/30125,100.98
12,Mitch Trubisky,QB,https://sports.yahoo.com/nfl/players/30115,87.35
13,Mike White,QB,https://sports.yahoo.com/nfl/players/31141,70.73
14,Cooper Rush,QB,https://sports.yahoo.com/nfl/players/30788,67.30
15,Joe Flacco,QB,https://sports.yahoo.com/nfl/players/8795,66.93
16,Tyler Huntley,QB,https://sports.yahoo.com/nfl/players/32993,60.03
17,Jarrett Stidham,QB,https://sports.yahoo.com/nfl/players/31965,53.30
18,Jameis Winston,QB,https://sports.yahoo.com/nfl/players/28389,52.90
19,Desmond Ridder,QB,https://sports.yahoo.com/nfl/players/34030,51.40
20,PJ Walker,QB,https://sports.yahoo.com/nfl/players/30538,47.43
21,Bailey Zappe,QB,https://sports.yahoo.com/nfl/players/34093,52.80
22,Teddy Bridgewater,QB,https://sports.yahoo.com/nfl/players/27560,45.53
23,Gardner Minshew,QB,https://sports.yahoo.com/nfl/players/32010,45.53
24,Sam Ehlinger,QB,https://sports.yahoo.com/nfl/players/33606,45.53
0,Colt McCoy,QB,https://sports.yahoo.com/nfl/players/24060,41.50
1,Joshua Dobbs,QB,https://sports.yahoo.com/nfl/players/30248,30.05
2,Malik Willis,QB,https://sports.yahoo.com/nfl/players/34042,29.18
3,Brett Rypien,QB,https://sports.yahoo.com/nfl/players/32221,25.03
4,David Blough,QB,https://sports.yahoo.com/nfl/players/32272,24.73
5,Davis Webb,QB,https://sports.yahoo.com/nfl/players/30200,23.53
6,Skylar Thompson,QB,https://sports.yahoo.com/nfl/players/34203,27.33
7,Kyle Allen,QB,https://sports.yahoo.com/nfl/players/31301,22.43
8,Sam Howell,QB,https://sports.yahoo.com/nfl/players/34100,20.83
9,Jeff Driskel,QB,https://sports.yahoo.com/nfl/players/29441,19.78
10,John Wolford,QB,https://sports.yahoo.com/nfl/players/31803,21.50
11,Bryce Perkins,QB,https://sports.yahoo.com/nfl/players/33258,19.30
12,Trace McSorley,QB,https://sports.yahoo.com/nfl/players/32029,18.23
13,Trey Lance,QB,https://sports.yahoo.com/nfl/players/33391,16.08
14,Tyrod Taylor,QB,https://sports.yahoo.com/nfl/players/24967,15.65
15,Nick Mullens,QB,https://sports.yahoo.com/nfl/players/30563,14.20
16,Jordan Love,QB,https://sports.yahoo.com/nfl/players/32696,13.63
17,Trevor Siemian,QB,https://sports.yahoo.com/nfl/players/28638,12.20
18,Chris Streveler,QB,https://sports.yahoo.com/nfl/players/32662,11.25
19,Anthony Brown,QB,https://sports.yahoo.com/nfl/players/34389,10.48
20,Nathan Peterman,QB,https://sports.yahoo.com/nfl/players/30284,9.83
21,Chase Daniel,QB,https://sports.yahoo.com/nfl/players/9678,9.10
22,Blaine Gabbert,QB,https://sports.yahoo.com/nfl/players/24797,5.45
23,Nick Foles,QB,https://sports.yahoo.com/nfl/players/25798,4.20
24,Brian Hoyer,QB,https://sports.yahoo.com/nfl/players/9547,1.85
0,Kyle Trask,QB,https://sports.yahoo.com/nfl/players/33452,1.15
1,Brandon Allen,QB,https://sports.yahoo.com/nfl/players/29435,0.98
2,Jacob Eason,QB,https://sports.yahoo.com/nfl/players/32792,0.95
3,Josh Johnson,QB,https://sports.yahoo.com/nfl/players/8937,0.88
4,Case Keenum,QB,https://sports.yahoo.com/nfl/players/26483,0.40
5,James Morgan,QB,https://sports.yahoo.com/nfl/players/32795,0.00
6,Jake Luton,QB,https://sports.yahoo.com/nfl/players/32859,0.00
7,Ben DiNucci,QB,https://sports.yahoo.com/nfl/players/32901,0.00
8,Brian Lewerke,QB,https://sports.yahoo.com/nfl/players/33015,0.00
9,Steven Montez,QB,https://sports.yahoo.com/nfl/players/33207,0.00
10,Anthony Gordon,QB,https://sports.yahoo.com/nfl/players/33266,0.00
11,Reid Sinnett,QB,https://sports.yahoo.com/nfl/players/33279,0.00
12,Kellen Mond,QB,https://sports.yahoo.com/nfl/players/33454,0.00
13,Kevin Hogan,QB,https://sports.yahoo.com/nfl/players/29396,0.00
14,Ian Book,QB,https://sports.yahoo.com/nfl/players/33521,0.00
15,Feleipe Franks,QB,https://sports.yahoo.com/nfl/players/33729,0.00
16,Shane Buechele,QB,https://sports.yahoo.com/nfl/players/33879,0.00
17,K.J. Costello,QB,https://sports.yahoo.com/nfl/players/33931,0.00
18,Ryan Willis,QB,https://sports.yahoo.com/nfl/players/33944,0.00
19,Matt Corral,QB,https://sports.yahoo.com/nfl/players/34050,0.00
20,Chris Oladokun,QB,https://sports.yahoo.com/nfl/players/34197,0.00
21,Davis Cheek,QB,https://sports.yahoo.com/nfl/players/34220,0.00
22,Cole Kelley,QB,https://sports.yahoo.com/nfl/players/34275,0.00
23,E.J. Perry,QB,https://sports.yahoo.com/nfl/players/34346,0.00
24,Carson Strong,QB,https://sports.yahoo.com/nfl/players/34385,0.00
0,Levi Lewis,QB,https://sports.yahoo.com/nfl/players/34405,0.00
1,D'Eriq King,QB,https://sports.yahoo.com/nfl/players/34425,0.00
2,Dustin Crum,QB,https://sports.yahoo.com/nfl/players/34433,0.00
3,Jack Coan,QB,https://sports.yahoo.com/nfl/players/34481,0.00
4,Chase Garbers,QB,https://sports.yahoo.com/nfl/players/34545,0.00
5,Felix Harper,QB,https://sports.yahoo.com/nfl/players/34612,0.00
6,Brandon Peters,QB,https://sports.yahoo.com/nfl/players/34634,0.00
7,Jarrett Guarantano,QB,https://sports.yahoo.com/nfl/players/34689,0.00
8,Drew Plitt,QB,https://sports.yahoo.com/nfl/players/34707,0.00
9,Matt Barkley,QB,https://sports.yahoo.com/nfl/players/26721,0.00
10,Kyle Sloter,QB,https://sports.yahoo.com/nfl/players/30822,0.00
11,Josh Rosen,QB,https://sports.yahoo.com/nfl/players/30980,0.00
12,Ryan Griffin,QB,https://sports.yahoo.com/nfl/players/26949,0.00
13,Mason Rudolph,QB,https://sports.yahoo.com/nfl/players/31046,0.00
14,Danny Etling,QB,https://sports.yahoo.com/nfl/players/31189,0.00
15,Logan Woodside,QB,https://sports.yahoo.com/nfl/players/31219,0.00
16,Kurt Benkert,QB,https://sports.yahoo.com/nfl/players/31336,0.00
17,Blake Bortles,QB,https://sports.yahoo.com/nfl/players/27531,0.00
18,Luis Perez,QB,https://sports.yahoo.com/nfl/players/31734,0.00
19,Garrett Gilbert,QB,https://sports.yahoo.com/nfl/players/27742,0.00
20,Drew Lock,QB,https://sports.yahoo.com/nfl/players/31874,0.00
21,Will Grier,QB,https://sports.yahoo.com/nfl/players/31932,0.00
22,Easton Stick,QB,https://sports.yahoo.com/nfl/players/31998,0.00
23,Ryan Fitzpatrick,QB,https://sports.yahoo.com/nfl/players/7426,0.00
24,Jake Browning,QB,https://sports.yahoo.com/nfl/players/32138,0.00
