,player,player_url,position,score,manager_id,opponent_id,matchup_url,manager,league_url
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,31.8,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,13.38,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,22.63,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Williams,https://sports.yahoo.com/nfl/players/30120,WR,7.63,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,14.3,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,S. Barkley,https://sports.yahoo.com/nfl/players/30972,RB,8.1,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,6.5,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,J. Mixon,https://sports.yahoo.com/nfl/players/30161,RB,9.23,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,B. Purdy,https://sports.yahoo.com/nfl/players/34218,QB,19,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Atlanta,https://sports.yahoo.com/nfl/teams/atlanta/,DEF,20,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,14.75,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,5.63,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,5,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Williams,https://sports.yahoo.com/nfl/players/30120,WR,14.68,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,17.38,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,S. Barkley,https://sports.yahoo.com/nfl/players/30972,RB,24.93,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,2.88,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,J. Mixon,https://sports.yahoo.com/nfl/players/30161,RB,12.4,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,B. Purdy,https://sports.yahoo.com/nfl/players/34218,QB,16.8,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,New York,https://sports.yahoo.com/nfl/teams/ny-jets/,DEF,4,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,31.45,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,20.88,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,6.5,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Williams,https://sports.yahoo.com/nfl/players/30120,WR,24.63,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,2,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,J. Mixon,https://sports.yahoo.com/nfl/players/30161,RB,13.63,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,7.23,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,T. Allgeier,https://sports.yahoo.com/nfl/players/34107,RB,4.33,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,B. Purdy,https://sports.yahoo.com/nfl/players/34218,QB,23.4,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Seattle,https://sports.yahoo.com/nfl/teams/seattle/,DEF,8,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=3&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,16.8,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,38.38,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,11.75,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Brown,https://sports.yahoo.com/nfl/players/31857,WR,15.5,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,24.18,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,J. Mixon,https://sports.yahoo.com/nfl/players/30161,RB,8.33,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,3.63,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,T. Allgeier,https://sports.yahoo.com/nfl/players/34107,RB,1.6,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,B. Purdy,https://sports.yahoo.com/nfl/players/34218,QB,24.15,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Minnesota,https://sports.yahoo.com/nfl/teams/minnesota/,DEF,21.5,1,3,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=1&mid2=3,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,20,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,18.88,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,20.15,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Brown,https://sports.yahoo.com/nfl/players/31857,WR,15.63,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,8.18,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,J. Mixon,https://sports.yahoo.com/nfl/players/30161,RB,11.73,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,14.38,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,T. Allgeier,https://sports.yahoo.com/nfl/players/34107,RB,6,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,B. Purdy,https://sports.yahoo.com/nfl/players/34218,QB,28.6,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,New York,https://sports.yahoo.com/nfl/teams/ny-jets/,DEF,20.5,1,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=1&mid2=2,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,25.1,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,19.88,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,5.35,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Brown,https://sports.yahoo.com/nfl/players/31857,WR,6.25,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,18.7,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,B. Robinson,https://sports.yahoo.com/nfl/players/40055,RB,11.58,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,13.38,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,S. Barkley,https://sports.yahoo.com/nfl/players/30972,RB,11.93,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,M. Stafford,https://sports.yahoo.com/nfl/players/9265,QB,15.5,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Los Angeles,https://sports.yahoo.com/nfl/teams/la-rams/,DEF,17.5,1,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=1&mid2=7,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,12.5,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,28.13,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,1.13,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Brown,https://sports.yahoo.com/nfl/players/31857,WR,7.63,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,B. Robinson,https://sports.yahoo.com/nfl/players/40055,RB,0.3,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,S. Barkley,https://sports.yahoo.com/nfl/players/30972,RB,18.33,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,7.38,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,E. Moore,https://sports.yahoo.com/nfl/players/33422,WR,9.38,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,M. Stafford,https://sports.yahoo.com/nfl/players/9265,QB,16.35,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Los Angeles,https://sports.yahoo.com/nfl/teams/la-rams/,DEF,5.5,1,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=1&mid2=8,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,25,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,32.25,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,13.38,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Brown,https://sports.yahoo.com/nfl/players/31857,WR,13.13,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,B. Robinson,https://sports.yahoo.com/nfl/players/40055,RB,12.2,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,S. Barkley,https://sports.yahoo.com/nfl/players/30972,RB,14.3,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,5.88,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,T. Boyd,https://sports.yahoo.com/nfl/players/29288,WR,13.1,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,M. Stafford,https://sports.yahoo.com/nfl/players/9265,QB,13,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,New York,https://sports.yahoo.com/nfl/teams/ny-jets/,DEF,19.5,1,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=1&mid2=6,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,14.35,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,17.75,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,M. Brown,https://sports.yahoo.com/nfl/players/31857,WR,5,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,T. Boyd,https://sports.yahoo.com/nfl/players/29288,WR,8.5,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,B. Robinson,https://sports.yahoo.com/nfl/players/40055,RB,5.1,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,S. Barkley,https://sports.yahoo.com/nfl/players/30972,RB,13.38,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,9,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,18.38,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,M. Jones,https://sports.yahoo.com/nfl/players/33403,QB,13.3,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,New York,https://sports.yahoo.com/nfl/teams/ny-jets/,DEF,9.5,1,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=1&mid2=10,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,M. Jones,https://sports.yahoo.com/nfl/players/33403,QB,9,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,M. Brown,https://sports.yahoo.com/nfl/players/31857,WR,4,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,T. Boyd,https://sports.yahoo.com/nfl/players/29288,WR,18.63,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,C. Ridley,https://sports.yahoo.com/nfl/players/30996,WR,3.5,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,2.4,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,B. Robinson,https://sports.yahoo.com/nfl/players/40055,RB,17.38,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,K. Pitts,https://sports.yahoo.com/nfl/players/33392,TE,5.25,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,S. Barkley,https://sports.yahoo.com/nfl/players/30972,RB,6.48,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,A. O'Connell,https://sports.yahoo.com/nfl/players/40138,QB,9.95,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,New York,https://sports.yahoo.com/nfl/teams/ny-jets/,DEF,13.5,1,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=1&mid2=4,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,20.85,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
1,A. Brown,https://sports.yahoo.com/nfl/players/31883,WR,1.5,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
2,M. Brown,https://sports.yahoo.com/nfl/players/31857,WR,2.65,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
3,T. Boyd,https://sports.yahoo.com/nfl/players/29288,WR,4.25,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Henry,https://sports.yahoo.com/nfl/players/29279,RB,5.05,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
5,S. Barkley,https://sports.yahoo.com/nfl/players/30972,RB,29.43,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
6,L. Thomas,https://sports.yahoo.com/nfl/players/27648,TE,7.75,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
7,D. Henderson Jr.,https://sports.yahoo.com/nfl/players/31902,RB,11.6,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
8,M. Stafford,https://sports.yahoo.com/nfl/players/9265,QB,11.6,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Denver,https://sports.yahoo.com/nfl/teams/denver/,DEF,13.5,1,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=1&mid2=5,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
0,T. Tagovailoa,https://sports.yahoo.com/nfl/players/32675,QB,10.25,1,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=1&mid2=9,ImJACKEDtoThePITTS,https://football.fantasysports.yahoo.com/2023/f1/199957
