,player,player_url,position,score,manager_id,opponent_id,matchup_url,manager,league_url
5,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,16.48,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,D. Goedert,https://sports.yahoo.com/nfl/players/31019,TE,4.13,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,D. Samuel,https://sports.yahoo.com/nfl/players/31868,WR,0.6,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,A. Richardson,https://sports.yahoo.com/nfl/players/40040,QB,31.6,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Buffalo,https://sports.yahoo.com/nfl/teams/buffalo/,DEF,20,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=4&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,A. Richardson,https://sports.yahoo.com/nfl/players/40040,QB,5.4,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,J. Jefferson,https://sports.yahoo.com/nfl/players/32692,WR,5,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,23.13,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,M. Pittman Jr.,https://sports.yahoo.com/nfl/players/32704,WR,9,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,14.75,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,I. Pacheco,https://sports.yahoo.com/nfl/players/34207,RB,13.13,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,D. Goedert,https://sports.yahoo.com/nfl/players/31019,TE,24.63,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,D. Samuel,https://sports.yahoo.com/nfl/players/31868,WR,11.38,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,K. Cousins,https://sports.yahoo.com/nfl/players/25812,QB,22.7,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Buffalo,https://sports.yahoo.com/nfl/teams/buffalo/,DEF,12.5,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=5&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,K. Cousins,https://sports.yahoo.com/nfl/players/25812,QB,10.55,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,17.5,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,M. Pittman Jr.,https://sports.yahoo.com/nfl/players/32704,WR,18.13,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,D. Samuel,https://sports.yahoo.com/nfl/players/31868,WR,1.1,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,14.8,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,I. Pacheco,https://sports.yahoo.com/nfl/players/34207,RB,13.7,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,D. Goedert,https://sports.yahoo.com/nfl/players/31019,TE,7.75,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,J. Taylor,https://sports.yahoo.com/nfl/players/32711,RB,10.15,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,B. Young,https://sports.yahoo.com/nfl/players/40029,QB,14.85,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Buffalo,https://sports.yahoo.com/nfl/teams/buffalo/,DEF,15,3,5,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=6&mid1=3&mid2=5,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,K. Cousins,https://sports.yahoo.com/nfl/players/25812,QB,24.8,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,16.25,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,M. Pittman Jr.,https://sports.yahoo.com/nfl/players/32704,WR,17.38,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,C. Sutton,https://sports.yahoo.com/nfl/players/31010,WR,18.5,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,9.33,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,J. Gibbs,https://sports.yahoo.com/nfl/players/40059,RB,24.55,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,D. Goedert,https://sports.yahoo.com/nfl/players/31019,TE,18.13,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,I. Pacheco,https://sports.yahoo.com/nfl/players/34207,RB,14.7,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,J. Love,https://sports.yahoo.com/nfl/players/32696,QB,17.1,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Buffalo,https://sports.yahoo.com/nfl/teams/buffalo/,DEF,4,3,2,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=7&mid1=3&mid2=2,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,K. Cousins,https://sports.yahoo.com/nfl/players/25812,QB,22.6,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,13.25,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,M. Pittman Jr.,https://sports.yahoo.com/nfl/players/32704,WR,15,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,G. Wilson,https://sports.yahoo.com/nfl/players/33965,WR,16.6,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,13.58,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,I. Pacheco,https://sports.yahoo.com/nfl/players/34207,RB,5.13,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,D. Goedert,https://sports.yahoo.com/nfl/players/31019,TE,6.5,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,J. Gibbs,https://sports.yahoo.com/nfl/players/40059,RB,28.33,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,J. Love,https://sports.yahoo.com/nfl/players/32696,QB,16.85,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Buffalo,https://sports.yahoo.com/nfl/teams/buffalo/,DEF,10,3,7,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=8&mid1=3&mid2=7,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,B. Young,https://sports.yahoo.com/nfl/players/40029,QB,10.75,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,21.75,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,M. Pittman Jr.,https://sports.yahoo.com/nfl/players/32704,WR,12,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,G. Wilson,https://sports.yahoo.com/nfl/players/33965,WR,11.5,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,I. Pacheco,https://sports.yahoo.com/nfl/players/34207,RB,6.6,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,J. Taylor,https://sports.yahoo.com/nfl/players/32711,RB,15.95,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,D. Goedert,https://sports.yahoo.com/nfl/players/31019,TE,7.75,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,9.18,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,J. Love,https://sports.yahoo.com/nfl/players/32696,QB,16.1,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Buffalo,https://sports.yahoo.com/nfl/teams/buffalo/,DEF,5.5,3,8,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=9&mid1=3&mid2=8,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,C. Stroud,https://sports.yahoo.com/nfl/players/40030,QB,22.6,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,5.75,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,M. Pittman Jr.,https://sports.yahoo.com/nfl/players/32704,WR,14.5,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,G. Wilson,https://sports.yahoo.com/nfl/players/33965,WR,16.13,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,J. Taylor,https://sports.yahoo.com/nfl/players/32711,RB,14.15,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,T. Spears,https://sports.yahoo.com/nfl/players/40119,RB,9.05,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,L. Musgrave,https://sports.yahoo.com/nfl/players/40074,TE,9,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,C. Sutton,https://sports.yahoo.com/nfl/players/31010,WR,14.63,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,J. Dobbs,https://sports.yahoo.com/nfl/players/30248,QB,27.8,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Buffalo,https://sports.yahoo.com/nfl/teams/buffalo/,DEF,8.5,3,6,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=10&mid1=3&mid2=6,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,C. Stroud,https://sports.yahoo.com/nfl/players/40030,QB,18.7,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,5.38,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,G. Wilson,https://sports.yahoo.com/nfl/players/33965,WR,0.13,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,C. Sutton,https://sports.yahoo.com/nfl/players/31010,WR,16.25,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,18.98,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,I. Pacheco,https://sports.yahoo.com/nfl/players/34207,RB,9.65,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,L. Musgrave,https://sports.yahoo.com/nfl/players/40074,TE,5.5,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,T. Spears,https://sports.yahoo.com/nfl/players/40119,RB,3.9,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,J. Dobbs,https://sports.yahoo.com/nfl/players/30248,QB,19.15,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Buffalo,https://sports.yahoo.com/nfl/teams/buffalo/,DEF,25.5,3,10,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=11&mid1=3&mid2=10,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,C. Stroud,https://sports.yahoo.com/nfl/players/40030,QB,33.9,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,18.25,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,G. Wilson,https://sports.yahoo.com/nfl/players/33965,WR,15,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,J. Downs,https://sports.yahoo.com/nfl/players/40126,WR,7.88,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,9,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,J. Taylor,https://sports.yahoo.com/nfl/players/32711,RB,21.1,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,E. Engram,https://sports.yahoo.com/nfl/players/30136,TE,8.63,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,I. Pacheco,https://sports.yahoo.com/nfl/players/34207,RB,24.25,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,J. Dobbs,https://sports.yahoo.com/nfl/players/30248,QB,6.35,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Baltimore,https://sports.yahoo.com/nfl/teams/baltimore/,DEF,22.5,3,4,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=12&mid1=3&mid2=4,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,C. Stroud,https://sports.yahoo.com/nfl/players/40030,QB,18.8,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,G. Wilson,https://sports.yahoo.com/nfl/players/33965,WR,7.75,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,J. Downs,https://sports.yahoo.com/nfl/players/40126,WR,3.25,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,C. Sutton,https://sports.yahoo.com/nfl/players/31010,WR,16.63,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,3.18,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,I. Pacheco,https://sports.yahoo.com/nfl/players/34207,RB,20.13,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,E. Engram,https://sports.yahoo.com/nfl/players/30136,TE,20.75,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,D. Johnson,https://sports.yahoo.com/nfl/players/31898,WR,12.13,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,B. Mayfield,https://sports.yahoo.com/nfl/players/30971,QB,11.9,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Tampa Bay,https://sports.yahoo.com/nfl/teams/tampa-bay/,DEF,18,3,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=13&mid1=3&mid2=1,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,C. Stroud,https://sports.yahoo.com/nfl/players/40030,QB,4.55,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
1,S. Diggs,https://sports.yahoo.com/nfl/players/28534,WR,5,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
2,J. Jefferson,https://sports.yahoo.com/nfl/players/32692,WR,4.38,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
3,G. Wilson,https://sports.yahoo.com/nfl/players/33965,WR,18.3,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
4,D. Swift,https://sports.yahoo.com/nfl/players/32705,RB,3.9,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
5,J. McKinnon,https://sports.yahoo.com/nfl/players/27624,RB,11.65,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
6,E. Engram,https://sports.yahoo.com/nfl/players/30136,TE,29.38,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
7,C. Sutton,https://sports.yahoo.com/nfl/players/31010,WR,15.25,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
8,J. Dobbs,https://sports.yahoo.com/nfl/players/30248,QB,5.25,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Baltimore,https://sports.yahoo.com/nfl/teams/baltimore/,DEF,5.5,3,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=14&mid1=3&mid2=9,Passtronauts,https://football.fantasysports.yahoo.com/2023/f1/199957
0,J. Herbert,https://sports.yahoo.com/nfl/players/32676,QB,23.15,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
1,C. Lamb,https://sports.yahoo.com/nfl/players/32687,WR,11.63,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
2,A. Cooper,https://sports.yahoo.com/nfl/players/28392,WR,6.13,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
3,D. Metcalf,https://sports.yahoo.com/nfl/players/31896,WR,13.38,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
4,J. Jacobs,https://sports.yahoo.com/nfl/players/31856,RB,8.68,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
5,T. Etienne Jr.,https://sports.yahoo.com/nfl/players/33413,RB,19.58,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
6,D. Njoku,https://sports.yahoo.com/nfl/players/30142,TE,4,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
7,R. Mostert,https://sports.yahoo.com/nfl/players/28654,RB,12.33,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
8,D. Watson,https://sports.yahoo.com/nfl/players/30125,QB,22.2,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
9,Dallas,https://sports.yahoo.com/nfl/teams/dallas/,DEF,39,4,1,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=1&mid1=4&mid2=1,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
0,J. Herbert,https://sports.yahoo.com/nfl/players/32676,QB,25.25,4,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=4&mid2=9,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
1,C. Lamb,https://sports.yahoo.com/nfl/players/32687,WR,23.38,4,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=4&mid2=9,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
2,D. Metcalf,https://sports.yahoo.com/nfl/players/31896,WR,12.38,4,9,https://football.fantasysports.yahoo.com//f1/199957/matchup?week=2&mid1=4&mid2=9,Texas Achanesaw Massacre,https://football.fantasysports.yahoo.com/2023/f1/199957
