,player_name,position,player_url,score
3,Braxton Burmeister,WR,https://sports.yahoo.com/nfl/players/40666,0.0
4,Dontay Demus Jr.,WR,https://sports.yahoo.com/nfl/players/40642,0.0
5,Jalen Wayne,WR,https://sports.yahoo.com/nfl/players/40634,0.0
6,Tre'Shaun Harrison,WR,https://sports.yahoo.com/nfl/players/40712,0.0
7,Tyrell Shavers,WR,https://sports.yahoo.com/nfl/players/40630,0.0
8,Chris Coleman,WR,https://sports.yahoo.com/nfl/players/40620,0.0
9,Daewood Davis,WR,https://sports.yahoo.com/nfl/players/40619,0.0
10,Tyler Adams,WR,https://sports.yahoo.com/nfl/players/40609,0.0
11,Kody Case,WR,https://sports.yahoo.com/nfl/players/40607,0.0
12,Chase Cota,WR,https://sports.yahoo.com/nfl/players/40590,0.0
13,Josh Vann,WR,https://sports.yahoo.com/nfl/players/40582,0.0
14,Nikko Remigio,WR,https://sports.yahoo.com/nfl/players/40571,0.0
15,Jacob Copeland,WR,https://sports.yahoo.com/nfl/players/40710,0.0
16,Jesse Matthews,WR,https://sports.yahoo.com/nfl/players/40728,0.0
17,T.J. Luther,WR,https://sports.yahoo.com/nfl/players/40553,0.0
18,Jadakis Bonds,WR,https://sports.yahoo.com/nfl/players/40793,0.0
19,Milton Wright,WR,https://sports.yahoo.com/nfl/players/40830,0.0
20,Nick Williams,WR,https://sports.yahoo.com/nfl/players/40806,0.0
21,Ed Lee,WR,https://sports.yahoo.com/nfl/players/40805,0.0
22,Garett Maag,WR,https://sports.yahoo.com/nfl/players/40804,0.0
23,Malachi Carter,WR,https://sports.yahoo.com/nfl/players/40800,0.0
24,Cody Chrest,WR,https://sports.yahoo.com/nfl/players/40797,0.0
0,Jerome Kapp,WR,https://sports.yahoo.com/nfl/players/40796,0.0
1,Lucky Jackson,WR,https://sports.yahoo.com/nfl/players/40791,0.0
2,Dylan Drummond,WR,https://sports.yahoo.com/nfl/players/40737,0.0
3,John Stephens Jr.,WR,https://sports.yahoo.com/nfl/players/40782,0.0
4,Jalen Cropper,WR,https://sports.yahoo.com/nfl/players/40774,0.0
5,David Durden,WR,https://sports.yahoo.com/nfl/players/40773,0.0
6,Jose Barbon,WR,https://sports.yahoo.com/nfl/players/40772,0.0
7,Brian Cobbs,WR,https://sports.yahoo.com/nfl/players/40770,0.0
8,Braydon Johnson,WR,https://sports.yahoo.com/nfl/players/40764,0.0
9,Bryan Thompson,WR,https://sports.yahoo.com/nfl/players/40762,0.0
10,Gavin Holmes,WR,https://sports.yahoo.com/nfl/players/40740,0.0
11,Ty Scott,WR,https://sports.yahoo.com/nfl/players/40565,0.0
12,Braxton Westfield,WR,https://sports.yahoo.com/nfl/players/40541,0.0
13,Cephus Johnson III,WR,https://sports.yahoo.com/nfl/players/40300,0.0
14,Pokey Wilson,WR,https://sports.yahoo.com/nfl/players/40354,0.0
15,Shae Wyatt,WR,https://sports.yahoo.com/nfl/players/40405,0.0
16,Xavier Smith,WR,https://sports.yahoo.com/nfl/players/40399,0.0
17,Zion Bowens,WR,https://sports.yahoo.com/nfl/players/40394,0.0
18,Sam James,WR,https://sports.yahoo.com/nfl/players/40388,0.0
19,Tyler Hudson,WR,https://sports.yahoo.com/nfl/players/40384,0.0
20,Oliver Martin,WR,https://sports.yahoo.com/nfl/players/40372,0.0
21,Jaray Jenkins,WR,https://sports.yahoo.com/nfl/players/40367,0.0
22,Terrell Bynum,WR,https://sports.yahoo.com/nfl/players/40348,0.0
23,Jalen Sample,WR,https://sports.yahoo.com/nfl/players/40409,0.0
24,Sy Barnett,WR,https://sports.yahoo.com/nfl/players/40344,0.0
0,Shaquan Davis,WR,https://sports.yahoo.com/nfl/players/40338,0.0
1,Jordan Byrd,WR,https://sports.yahoo.com/nfl/players/40331,0.0
2,Kearis Jackson,WR,https://sports.yahoo.com/nfl/players/40326,0.0
3,Thayer Thomas,WR,https://sports.yahoo.com/nfl/players/40322,0.0
4,Mitchell Tinsley,WR,https://sports.yahoo.com/nfl/players/40313,0.0
5,Kazmeir Allen,WR,https://sports.yahoo.com/nfl/players/40311,0.0
6,Malik Knowles,WR,https://sports.yahoo.com/nfl/players/40308,0.0
7,Brycen Tremayne,WR,https://sports.yahoo.com/nfl/players/40407,0.0
8,Justin Marshall,WR,https://sports.yahoo.com/nfl/players/40418,0.0
9,Zavier Scott,WR,https://sports.yahoo.com/nfl/players/40539,0.0
10,Mac Hippenhammer,WR,https://sports.yahoo.com/nfl/players/40487,0.0
11,Bryce Ford-Wheaton,WR,https://sports.yahoo.com/nfl/players/40529,0.0
12,Johnny King,WR,https://sports.yahoo.com/nfl/players/40520,0.0
13,Jadon Haselwood,WR,https://sports.yahoo.com/nfl/players/40515,0.0
14,Joseph Ngata,WR,https://sports.yahoo.com/nfl/players/40514,0.0
15,Aron Cruickshank,WR,https://sports.yahoo.com/nfl/players/40505,0.0
16,Thyrick Pitts,WR,https://sports.yahoo.com/nfl/players/40503,0.0
17,Shedrick Jackson,WR,https://sports.yahoo.com/nfl/players/40491,0.0
18,Isaiah Winstead,WR,https://sports.yahoo.com/nfl/players/40466,0.0
19,Keilahn Harris,WR,https://sports.yahoo.com/nfl/players/40419,0.0
20,Tyjon Lindsey,WR,https://sports.yahoo.com/nfl/players/40464,0.0
21,C.J. Johnson,WR,https://sports.yahoo.com/nfl/players/40461,0.0
22,John Hall,WR,https://sports.yahoo.com/nfl/players/40459,0.0
23,Matt Landers,WR,https://sports.yahoo.com/nfl/players/40458,0.0
24,Ethan Fernea,WR,https://sports.yahoo.com/nfl/players/34493,0.0
0,Daniel Arias,WR,https://sports.yahoo.com/nfl/players/40432,0.0
1,Malik Flowers,WR,https://sports.yahoo.com/nfl/players/40425,0.0
2,Zay Malone,WR,https://sports.yahoo.com/nfl/players/40424,0.0
3,Isaiah Weston,WR,https://sports.yahoo.com/nfl/players/34494,0.0
4,Matthew Slater,WR,https://sports.yahoo.com/nfl/players/8930,0.0
5,Kekoa Crawford,WR,https://sports.yahoo.com/nfl/players/34484,0.0
6,Trinity Benson,WR,https://sports.yahoo.com/nfl/players/32189,0.0
7,Cam Sims,WR,https://sports.yahoo.com/nfl/players/31405,0.0
8,Vyncint Smith,WR,https://sports.yahoo.com/nfl/players/31588,0.0
9,Chris Lacy,WR,https://sports.yahoo.com/nfl/players/31651,0.0
10,Malik Turner,WR,https://sports.yahoo.com/nfl/players/31777,0.0
11,N'Keal Harry,WR,https://sports.yahoo.com/nfl/players/31864,0.0
12,J.J. Arcega-Whiteside,WR,https://sports.yahoo.com/nfl/players/31889,0.0
13,Andy Isabella,WR,https://sports.yahoo.com/nfl/players/31894,0.0
14,Hakeem Butler,WR,https://sports.yahoo.com/nfl/players/31935,0.0
15,Gary Jennings,WR,https://sports.yahoo.com/nfl/players/31952,0.0
16,KeeSean Johnson,WR,https://sports.yahoo.com/nfl/players/32006,0.0
17,Juwann Winfree,WR,https://sports.yahoo.com/nfl/players/32019,0.0
18,Alex Bachman,WR,https://sports.yahoo.com/nfl/players/32124,0.0
19,Nsimba Webster,WR,https://sports.yahoo.com/nfl/players/32137,0.0
20,Davion Davis,WR,https://sports.yahoo.com/nfl/players/32141,0.0
21,Ashton Dulin,WR,https://sports.yahoo.com/nfl/players/32292,0.0
22,Auden Tate,WR,https://sports.yahoo.com/nfl/players/31223,0.0
23,Tom Kennedy,WR,https://sports.yahoo.com/nfl/players/32561,0.0
24,John Hightower,WR,https://sports.yahoo.com/nfl/players/32838,0.0
0,Quintez Cephus,WR,https://sports.yahoo.com/nfl/players/32836,0.0
1,Joe Reed,WR,https://sports.yahoo.com/nfl/players/32821,0.0
2,Bryan Edwards,WR,https://sports.yahoo.com/nfl/players/32751,0.0
3,Denzel Mims,WR,https://sports.yahoo.com/nfl/players/32729,0.0
4,KJ Hamler,WR,https://sports.yahoo.com/nfl/players/32716,0.0
5,Jason Moore,WR,https://sports.yahoo.com/nfl/players/32547,0.0
6,Penny Hart,WR,https://sports.yahoo.com/nfl/players/32293,0.0
7,Jeff Smith,WR,https://sports.yahoo.com/nfl/players/32533,0.0
8,Tyron Billy-Johnson,WR,https://sports.yahoo.com/nfl/players/32511,0.0
9,Stanley Morgan Jr.,WR,https://sports.yahoo.com/nfl/players/32469,0.0
10,Preston Williams,WR,https://sports.yahoo.com/nfl/players/32447,0.0
11,David Sills,WR,https://sports.yahoo.com/nfl/players/32418,0.0
12,Darrius Shepherd,WR,https://sports.yahoo.com/nfl/players/32378,0.0
13,Trey Quinn,WR,https://sports.yahoo.com/nfl/players/31226,0.0
14,Marcell Ateman,WR,https://sports.yahoo.com/nfl/players/31198,0.0
15,Mike Harley Jr.,WR,https://sports.yahoo.com/nfl/players/34478,0.0
16,Isaiah Ford,WR,https://sports.yahoo.com/nfl/players/30350,0.0
17,Cole Beasley,WR,https://sports.yahoo.com/nfl/players/26060,0.0
18,Sammy Watkins,WR,https://sports.yahoo.com/nfl/players/27532,0.0
19,Martavis Bryant,WR,https://sports.yahoo.com/nfl/players/27646,0.0
20,Diontae Spencer,WR,https://sports.yahoo.com/nfl/players/28279,0.0
21,Breshad Perriman,WR,https://sports.yahoo.com/nfl/players/28414,0.0
22,Phillip Dorsett,WR,https://sports.yahoo.com/nfl/players/28417,0.0
23,Damiere Byrd,WR,https://sports.yahoo.com/nfl/players/28730,0.0
24,Adam Humphries,WR,https://sports.yahoo.com/nfl/players/29070,0.0
0,Pharoh Cooper,WR,https://sports.yahoo.com/nfl/players/29351,0.0
1,Jakeem Grant Sr.,WR,https://sports.yahoo.com/nfl/players/29420,0.0
2,Mike Thomas,WR,https://sports.yahoo.com/nfl/players/29440,0.0
3,Jaydon Mickens,WR,https://sports.yahoo.com/nfl/players/29978,0.0
4,Corey Davis,WR,https://sports.yahoo.com/nfl/players/30118,0.0
5,John Ross,WR,https://sports.yahoo.com/nfl/players/30122,0.0
6,Keelan Cole Sr.,WR,https://sports.yahoo.com/nfl/players/30396,0.0
7,Javon Wims,WR,https://sports.yahoo.com/nfl/players/31194,0.0
8,James Washington,WR,https://sports.yahoo.com/nfl/players/31030,0.0
9,Russell Gage,WR,https://sports.yahoo.com/nfl/players/31164,0.0
10,Deon Cain,WR,https://sports.yahoo.com/nfl/players/31155,0.0
11,Daurice Fountain,WR,https://sports.yahoo.com/nfl/players/31129,0.0
12,Antonio Callaway,WR,https://sports.yahoo.com/nfl/players/31075,0.0
13,Keke Coutee,WR,https://sports.yahoo.com/nfl/players/31073,0.0
14,Tre'Quan Smith,WR,https://sports.yahoo.com/nfl/players/31061,0.0
15,Anthony Miller,WR,https://sports.yahoo.com/nfl/players/31021,0.0
16,Tim Patrick,WR,https://sports.yahoo.com/nfl/players/30511,0.0
17,Dante Pettis,WR,https://sports.yahoo.com/nfl/players/31014,0.0
18,Greg Ward,WR,https://sports.yahoo.com/nfl/players/30715,0.0
19,Marcus Kemp,WR,https://sports.yahoo.com/nfl/players/30682,0.0
20,Cody Hollister,WR,https://sports.yahoo.com/nfl/players/30660,0.0
21,Victor Bolden,WR,https://sports.yahoo.com/nfl/players/30550,0.0
22,C.J. Board,WR,https://sports.yahoo.com/nfl/players/30513,0.0
23,Isaiah Coulter,WR,https://sports.yahoo.com/nfl/players/32841,0.0
24,Dezmon Patmon,WR,https://sports.yahoo.com/nfl/players/32882,0.0
0,Freddie Swain,WR,https://sports.yahoo.com/nfl/players/32884,0.0
1,Charleston Rambo,WR,https://sports.yahoo.com/nfl/players/34229,0.0
2,Blake Proehl,WR,https://sports.yahoo.com/nfl/players/33783,0.0
3,Tarik Black,WR,https://sports.yahoo.com/nfl/players/33797,0.0
4,DJ Turner,WR,https://sports.yahoo.com/nfl/players/33813,0.0
5,Austin Watkins Jr.,WR,https://sports.yahoo.com/nfl/players/33830,0.0
6,Cade Johnson,WR,https://sports.yahoo.com/nfl/players/33858,0.0
7,Connor Wedington,WR,https://sports.yahoo.com/nfl/players/33864,0.0
8,C.J. Saunders,WR,https://sports.yahoo.com/nfl/players/33921,0.0
9,Michael Bandy,WR,https://sports.yahoo.com/nfl/players/33928,0.0
10,Devon Allen,WR,https://sports.yahoo.com/nfl/players/33953,0.0
11,Danny Gray,WR,https://sports.yahoo.com/nfl/players/34061,0.0
12,Montrell Washington,WR,https://sports.yahoo.com/nfl/players/34118,0.0
13,Michael Woods II,WR,https://sports.yahoo.com/nfl/players/34158,0.0
14,Dareke Young,WR,https://sports.yahoo.com/nfl/players/34189,0.0
15,Ra'Shaun Henry,WR,https://sports.yahoo.com/nfl/players/34223,0.0
16,Derek Wright,WR,https://sports.yahoo.com/nfl/players/34231,0.0
17,Dax Milne,WR,https://sports.yahoo.com/nfl/players/33645,0.0
18,Shemar Bridges,WR,https://sports.yahoo.com/nfl/players/34387,0.0
19,Kendric Pryor,WR,https://sports.yahoo.com/nfl/players/34476,0.0
20,Reggie Roberson Jr.,WR,https://sports.yahoo.com/nfl/players/34466,0.0
21,Slade Bolden,WR,https://sports.yahoo.com/nfl/players/34442,0.0
22,Jerrion Ealy,WR,https://sports.yahoo.com/nfl/players/34434,0.0
23,Raleigh Webb,WR,https://sports.yahoo.com/nfl/players/34407,0.0
24,Makai Polk,WR,https://sports.yahoo.com/nfl/players/34403,0.0
0,Irvin Charles,WR,https://sports.yahoo.com/nfl/players/34356,0.0
1,Kevin Austin Jr.,WR,https://sports.yahoo.com/nfl/players/34242,0.0
2,Lance McCutcheon,WR,https://sports.yahoo.com/nfl/players/34330,0.0
3,Tay Martin,WR,https://sports.yahoo.com/nfl/players/34319,0.0
4,Jontre Kirklin,WR,https://sports.yahoo.com/nfl/players/34306,0.0
5,Stanley Berryhill,WR,https://sports.yahoo.com/nfl/players/34285,0.0
6,Jared Bernhardt,WR,https://sports.yahoo.com/nfl/players/34284,0.0
7,Kyric McGowan,WR,https://sports.yahoo.com/nfl/players/34276,0.0
8,Brandon Smith,WR,https://sports.yahoo.com/nfl/players/33710,0.0
9,Kawaan Baker,WR,https://sports.yahoo.com/nfl/players/33642,0.0
10,Avery Davis,WR,https://sports.yahoo.com/nfl/players/40841,0.0
11,Dan Chisena,WR,https://sports.yahoo.com/nfl/players/33023,0.0
12,J.J. Koski,WR,https://sports.yahoo.com/nfl/players/33254,0.0
13,Kirk Merritt,WR,https://sports.yahoo.com/nfl/players/33242,0.0
14,Scotty Washington,WR,https://sports.yahoo.com/nfl/players/33168,0.0
15,Josh Hammond,WR,https://sports.yahoo.com/nfl/players/33127,0.0
16,Marquez Callaway,WR,https://sports.yahoo.com/nfl/players/33109,0.0
17,Juwan Green,WR,https://sports.yahoo.com/nfl/players/33057,0.0
18,Isaiah Zuber,WR,https://sports.yahoo.com/nfl/players/33020,0.0
19,Tre Nixon,WR,https://sports.yahoo.com/nfl/players/33630,0.0
20,Jaylon Moore,WR,https://sports.yahoo.com/nfl/players/33001,0.0
21,Jeff Cotton,WR,https://sports.yahoo.com/nfl/players/32978,0.0
22,Cody White,WR,https://sports.yahoo.com/nfl/players/32948,0.0
23,Andre Baccellia,WR,https://sports.yahoo.com/nfl/players/32943,0.0
24,Kendall Hinton,WR,https://sports.yahoo.com/nfl/players/32929,0.0
0,Tyrie Cleveland,WR,https://sports.yahoo.com/nfl/players/32922,0.0
1,Easop Winston Jr.,WR,https://sports.yahoo.com/nfl/players/33299,0.0
2,Ja'Marcus Bradley,WR,https://sports.yahoo.com/nfl/players/33302,0.0
3,Kristian Wilkerson,WR,https://sports.yahoo.com/nfl/players/33349,0.0
4,Frank Darby,WR,https://sports.yahoo.com/nfl/players/33575,0.0
5,Dazz Newsome,WR,https://sports.yahoo.com/nfl/players/33609,0.0
6,Seth Williams,WR,https://sports.yahoo.com/nfl/players/33607,0.0
7,Jalen Camp,WR,https://sports.yahoo.com/nfl/players/33597,0.0
8,Racey McMath,WR,https://sports.yahoo.com/nfl/players/33593,0.0
9,Shi Smith,WR,https://sports.yahoo.com/nfl/players/33592,0.0
10,Marquez Stevenson,WR,https://sports.yahoo.com/nfl/players/33591,0.0
11,Cornell Powell,WR,https://sports.yahoo.com/nfl/players/33569,0.0
12,Chris Blair,WR,https://sports.yahoo.com/nfl/players/33376,0.0
13,Jacob Harris,WR,https://sports.yahoo.com/nfl/players/33529,0.0
14,Jaelon Darden,WR,https://sports.yahoo.com/nfl/players/33517,0.0
15,Dez Fitzpatrick,WR,https://sports.yahoo.com/nfl/players/33497,0.0
16,Anthony Schwartz,WR,https://sports.yahoo.com/nfl/players/33479,0.0
17,Amari Rodgers,WR,https://sports.yahoo.com/nfl/players/33473,0.0
18,Mathew Sexton,WR,https://sports.yahoo.com/nfl/players/33384,0.0
19,James Proche II,WR,https://sports.yahoo.com/nfl/players/32871,-2.0
20,Trent Taylor,WR,https://sports.yahoo.com/nfl/players/30290,-2.2
0,Christian McCaffrey,RB,https://sports.yahoo.com/nfl/players/30121,371.9
1,Breece Hall,RB,https://sports.yahoo.com/nfl/players/33991,267.28
2,Travis Etienne Jr.,RB,https://sports.yahoo.com/nfl/players/33413,265.3
3,Raheem Mostert,RB,https://sports.yahoo.com/nfl/players/28654,259.58
4,Joe Mixon,RB,https://sports.yahoo.com/nfl/players/30161,250.4
5,Rachaad White,RB,https://sports.yahoo.com/nfl/players/34047,249.63
6,Kyren Williams,RB,https://sports.yahoo.com/nfl/players/34120,244.15
7,Derrick Henry,RB,https://sports.yahoo.com/nfl/players/29279,238.15
8,Bijan Robinson,RB,https://sports.yahoo.com/nfl/players/40055,229.48
9,Jahmyr Gibbs,RB,https://sports.yahoo.com/nfl/players/40059,224.0
10,James Cook,RB,https://sports.yahoo.com/nfl/players/34019,221.83
11,Saquon Barkley,RB,https://sports.yahoo.com/nfl/players/30972,209.7
12,Alvin Kamara,RB,https://sports.yahoo.com/nfl/players/30180,207.15
13,Tony Pollard,RB,https://sports.yahoo.com/nfl/players/31960,202.88
14,David Montgomery,RB,https://sports.yahoo.com/nfl/players/31905,202.13
15,Isiah Pacheco,RB,https://sports.yahoo.com/nfl/players/34207,198.0
16,Jerome Ford,RB,https://sports.yahoo.com/nfl/players/34112,197.18
17,James Conner,RB,https://sports.yahoo.com/nfl/players/30218,192.13
18,Kenneth Walker III,RB,https://sports.yahoo.com/nfl/players/33996,191.38
19,Brian Robinson Jr.,RB,https://sports.yahoo.com/nfl/players/34054,189.3
20,Gus Edwards,RB,https://sports.yahoo.com/nfl/players/31424,185.5
21,Najee Harris,RB,https://sports.yahoo.com/nfl/players/33412,185.25
22,D'Andre Swift,RB,https://sports.yahoo.com/nfl/players/32705,185.15
23,De'Von Achane,RB,https://sports.yahoo.com/nfl/players/40118,182.13
24,Jaylen Warren,RB,https://sports.yahoo.com/nfl/players/34447,175.15
0,Austin Ekeler,RB,https://sports.yahoo.com/nfl/players/30423,170.8
1,Josh Jacobs,RB,https://sports.yahoo.com/nfl/players/31856,170.0
2,Chuba Hubbard,RB,https://sports.yahoo.com/nfl/players/33514,168.83
3,Javonte Williams,RB,https://sports.yahoo.com/nfl/players/33423,161.4
4,Zack Moss,RB,https://sports.yahoo.com/nfl/players/32756,160.9
5,Devin Singletary,RB,https://sports.yahoo.com/nfl/players/31906,157.23
6,Ezekiel Elliott,RB,https://sports.yahoo.com/nfl/players/29238,156.83
7,Jonathan Taylor,RB,https://sports.yahoo.com/nfl/players/32711,150.73
8,Tyjae Spears,RB,https://sports.yahoo.com/nfl/players/40119,137.43
9,Tyler Allgeier,RB,https://sports.yahoo.com/nfl/players/34107,133.43
10,Rhamondre Stevenson,RB,https://sports.yahoo.com/nfl/players/33508,132.65
11,Aaron Jones,RB,https://sports.yahoo.com/nfl/players/30295,125.73
12,Alexander Mattison,RB,https://sports.yahoo.com/nfl/players/31934,123.0
13,Antonio Gibson,RB,https://sports.yahoo.com/nfl/players/32736,113.13
14,Kareem Hunt,RB,https://sports.yahoo.com/nfl/players/30199,113.1
15,AJ Dillon,RB,https://sports.yahoo.com/nfl/players/32732,112.18
16,Samaje Perine,RB,https://sports.yahoo.com/nfl/players/30227,107.68
17,Khalil Herbert,RB,https://sports.yahoo.com/nfl/players/33605,105.85
18,Justice Hill,RB,https://sports.yahoo.com/nfl/players/31945,100.45
19,Zach Charbonnet,RB,https://sports.yahoo.com/nfl/players/40075,94.83
20,Jaleel McLaughlin,RB,https://sports.yahoo.com/nfl/players/40696,94.5
21,Ty Chandler,RB,https://sports.yahoo.com/nfl/players/34125,94.48
22,Roschon Johnson,RB,https://sports.yahoo.com/nfl/players/40162,90.33
23,D'Onta Foreman,RB,https://sports.yahoo.com/nfl/players/30202,87.63
24,Kenneth Gainwell,RB,https://sports.yahoo.com/nfl/players/33538,87.13
0,Rico Dowdle,RB,https://sports.yahoo.com/nfl/players/33100,86.6
1,Dameon Pierce,RB,https://sports.yahoo.com/nfl/players/34063,78.73
2,Miles Sanders,RB,https://sports.yahoo.com/nfl/players/31885,77.95
3,Latavius Murray,RB,https://sports.yahoo.com/nfl/players/26804,77.38
4,Jerick McKinnon,RB,https://sports.yahoo.com/nfl/players/27624,76.7
5,Zamir White,RB,https://sports.yahoo.com/nfl/players/34078,68.85
6,Keaton Mitchell,RB,https://sports.yahoo.com/nfl/players/40641,67.73
7,Clyde Edwards-Helaire,RB,https://sports.yahoo.com/nfl/players/32702,66.3
8,Emari Demercado,RB,https://sports.yahoo.com/nfl/players/40430,65.78
9,Joshua Kelley,RB,https://sports.yahoo.com/nfl/players/32782,58.5
10,Jamaal Williams,RB,https://sports.yahoo.com/nfl/players/30247,53.35
11,Chase Brown,RB,https://sports.yahoo.com/nfl/players/40196,50.4
12,Michael Carter,RB,https://sports.yahoo.com/nfl/players/33495,49.33
13,Royce Freeman,RB,https://sports.yahoo.com/nfl/players/31041,46.03
14,Elijah Mitchell,RB,https://sports.yahoo.com/nfl/players/33582,44.85
15,Jordan Mason,RB,https://sports.yahoo.com/nfl/players/34320,43.98
16,Cam Akers,RB,https://sports.yahoo.com/nfl/players/32722,42.95
17,Pierre Strong Jr.,RB,https://sports.yahoo.com/nfl/players/34083,41.48
18,Kendre Miller,RB,https://sports.yahoo.com/nfl/players/40108,41.23
19,Darrell Henderson Jr.,RB,https://sports.yahoo.com/nfl/players/31902,41.08
20,Matt Breida,RB,https://sports.yahoo.com/nfl/players/30552,40.6
21,Chris Rodriguez Jr.,RB,https://sports.yahoo.com/nfl/players/40231,37.2
22,Salvon Ahmed,RB,https://sports.yahoo.com/nfl/players/33265,37.1
23,Jeff Wilson Jr.,RB,https://sports.yahoo.com/nfl/players/31394,36.43
24,Ameer Abdullah,RB,https://sports.yahoo.com/nfl/players/28442,34.78
0,Chase Edmonds,RB,https://sports.yahoo.com/nfl/players/31104,34.73
1,Andrew Beck,RB,https://sports.yahoo.com/nfl/players/32225,34.68
2,Dalvin Cook,RB,https://sports.yahoo.com/nfl/players/30154,34.65
3,Kyle Juszczyk,RB,https://sports.yahoo.com/nfl/players/26753,34.48
4,Cordarrelle Patterson,RB,https://sports.yahoo.com/nfl/players/26652,33.35
5,D'Ernest Johnson,RB,https://sports.yahoo.com/nfl/players/32608,33.3
6,Ty Johnson,RB,https://sports.yahoo.com/nfl/players/32018,30.45
7,Tony Jones,RB,https://sports.yahoo.com/nfl/players/33114,29.63
8,Craig Reynolds,RB,https://sports.yahoo.com/nfl/players/32596,28.28
9,Darrynton Evans,RB,https://sports.yahoo.com/nfl/players/32763,27.73
10,Patrick Taylor Jr.,RB,https://sports.yahoo.com/nfl/players/33235,25.73
11,Tank Bigsby,RB,https://sports.yahoo.com/nfl/players/40095,22.45
12,Nick Chubb,RB,https://sports.yahoo.com/nfl/players/31005,21.63
13,Alec Ingold,RB,https://sports.yahoo.com/nfl/players/32344,21.38
14,Kevin Harris,RB,https://sports.yahoo.com/nfl/players/34139,21.25
15,Melvin Gordon III,RB,https://sports.yahoo.com/nfl/players/28403,19.35
16,Trey Sermon,RB,https://sports.yahoo.com/nfl/players/33476,19.13
17,Damien Harris,RB,https://sports.yahoo.com/nfl/players/31919,18.4
18,Ronnie Rivers,RB,https://sports.yahoo.com/nfl/players/34310,18.15
19,Isaiah Spiller,RB,https://sports.yahoo.com/nfl/players/34079,16.85
20,Tyler Goodson,RB,https://sports.yahoo.com/nfl/players/34261,15.95
21,Raheem Blackshear,RB,https://sports.yahoo.com/nfl/players/34617,15.23
22,Boston Scott,RB,https://sports.yahoo.com/nfl/players/31171,15.1
23,Patrick Ricard,RB,https://sports.yahoo.com/nfl/players/30592,15.0
24,Israel Abanikanda,RB,https://sports.yahoo.com/nfl/players/40165,13.88
0,Emanuel Wilson,RB,https://sports.yahoo.com/nfl/players/40707,13.38
1,La'Mical Perine,RB,https://sports.yahoo.com/nfl/players/32790,13.33
2,Keaontay Ingram,RB,https://sports.yahoo.com/nfl/players/34157,12.65
3,Deuce Vaughn,RB,https://sports.yahoo.com/nfl/players/40240,12.5
4,Trayveon Williams,RB,https://sports.yahoo.com/nfl/players/32014,11.65
5,Hunter Luepke,RB,https://sports.yahoo.com/nfl/players/40780,11.65
6,Brandon Bolden,RB,https://sports.yahoo.com/nfl/players/26389,11.1
7,J.K. Dobbins,RB,https://sports.yahoo.com/nfl/players/32725,11.08
8,Mike Boone,RB,https://sports.yahoo.com/nfl/players/31228,10.8
9,Chris Brooks,RB,https://sports.yahoo.com/nfl/players/40625,10.6
10,Eric Gray,RB,https://sports.yahoo.com/nfl/players/40198,10.55
11,Nick Bawden,RB,https://sports.yahoo.com/nfl/players/31207,10.53
12,Gary Brightwell,RB,https://sports.yahoo.com/nfl/players/33584,10.28
13,Ty Montgomery II,RB,https://sports.yahoo.com/nfl/players/28482,8.4
14,C.J. Ham,RB,https://sports.yahoo.com/nfl/players/29951,7.33
15,Damien Williams,RB,https://sports.yahoo.com/nfl/players/28115,6.8
16,Dare Ogunbowale,RB,https://sports.yahoo.com/nfl/players/30860,6.75
17,DeeJay Dallas,RB,https://sports.yahoo.com/nfl/players/32814,5.85
18,Keith Smith,RB,https://sports.yahoo.com/nfl/players/28141,5.63
19,Ke'Shawn Vaughn,RB,https://sports.yahoo.com/nfl/players/32746,5.45
20,Michael Burton,RB,https://sports.yahoo.com/nfl/players/28556,5.4
21,Sean Tucker,RB,https://sports.yahoo.com/nfl/players/40742,4.43
22,Rashaad Penny,RB,https://sports.yahoo.com/nfl/players/30997,4.43
23,Khari Blasingame,RB,https://sports.yahoo.com/nfl/players/32140,4.35
24,Leonard Fournette,RB,https://sports.yahoo.com/nfl/players/30117,4.0
0,Elijah Dotson,RB,https://sports.yahoo.com/nfl/players/40358,3.23
1,Alex Armah,RB,https://sports.yahoo.com/nfl/players/30305,3.13
2,Jashaun Corbin,RB,https://sports.yahoo.com/nfl/players/34665,3.1
3,Jake Funk,RB,https://sports.yahoo.com/nfl/players/33621,3.0
4,Kenyan Drake,RB,https://sports.yahoo.com/nfl/players/29307,2.88
5,Zonovan Knight,RB,https://sports.yahoo.com/nfl/players/34357,2.8
6,Derrick Gore,RB,https://sports.yahoo.com/nfl/players/32630,2.6
7,Anthony McFarland Jr.,RB,https://sports.yahoo.com/nfl/players/32794,2.38
8,Tyrion Davis-Price,RB,https://sports.yahoo.com/nfl/players/34049,2.1
9,Devine Ozigbo,RB,https://sports.yahoo.com/nfl/players/32390,2.0
10,Jacob Johnson,RB,https://sports.yahoo.com/nfl/players/31826,2.0
11,Zach Evans,RB,https://sports.yahoo.com/nfl/players/40243,1.9
12,Deon Jackson,RB,https://sports.yahoo.com/nfl/players/33798,1.85
13,Adam Prentice,RB,https://sports.yahoo.com/nfl/players/33901,1.7
14,Chris Evans,RB,https://sports.yahoo.com/nfl/players/33590,1.58
15,Evan Hull,RB,https://sports.yahoo.com/nfl/players/40169,1.35
16,Kene Nwangwu,RB,https://sports.yahoo.com/nfl/players/33507,1.3
