,position,manager_id,opponent_id,matchup_url,player,player_url,score,manager,league_url
0,QB,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,T. Brady ,https://sports.yahoo.com/nfl/players/5228,21.33,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
1,WR,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,T. Hill ,https://sports.yahoo.com/nfl/players/29399,43.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
2,WR,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,M. Crabtree ,https://sports.yahoo.com/nfl/players/9274,12.25,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
3,WR,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,J. Crowder ,https://sports.yahoo.com/nfl/players/28493,5.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
4,RB,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,S. Barkley ,https://sports.yahoo.com/nfl/players/30972,23.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
5,RB,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,D. Freeman ,https://sports.yahoo.com/nfl/players/27631,7.75,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
6,TE,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,K. Rudolph ,https://sports.yahoo.com/nfl/players/24830,7.88,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
7,Q/WR/T,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,M. Ryan ,https://sports.yahoo.com/nfl/players/8780,9.04,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
8,DEF,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,Baltimore  - DEF ,https://sports.yahoo.com/nfl/teams/baltimore/,31.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
9,DEF,1,2,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=1&mid1=1&mid2=2,New York  - DEF ,https://sports.yahoo.com/nfl/teams/ny-jets/,26.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
0,QB,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,T. Brady ,https://sports.yahoo.com/nfl/players/5228,16.61,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
1,WR,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,T. Hill ,https://sports.yahoo.com/nfl/players/29399,19.75,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
2,WR,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,M. Crabtree ,https://sports.yahoo.com/nfl/players/9274,9.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
3,WR,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,J. Crowder ,https://sports.yahoo.com/nfl/players/28493,5.63,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
4,RB,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,S. Barkley ,https://sports.yahoo.com/nfl/players/30972,20.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
5,RB,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,T. Coleman ,https://sports.yahoo.com/nfl/players/28461,17.63,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
6,TE,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,K. Rudolph ,https://sports.yahoo.com/nfl/players/24830,12.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
7,Q/WR/T,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,M. Ryan ,https://sports.yahoo.com/nfl/players/8780,31.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
8,DEF,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,Baltimore  - DEF ,https://sports.yahoo.com/nfl/teams/baltimore/,3.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
9,DEF,1,3,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=2&mid1=1&mid2=3,New York  - DEF ,https://sports.yahoo.com/nfl/teams/ny-jets/,15.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
0,QB,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,T. Brady ,https://sports.yahoo.com/nfl/players/5228,7.57,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
1,WR,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,T. Hill ,https://sports.yahoo.com/nfl/players/29399,8.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
2,WR,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,M. Crabtree ,https://sports.yahoo.com/nfl/players/9274,11.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
3,WR,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,D. Jackson ,https://sports.yahoo.com/nfl/players/8826,6.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
4,RB,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,S. Barkley ,https://sports.yahoo.com/nfl/players/30972,23.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
5,RB,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,T. Coleman ,https://sports.yahoo.com/nfl/players/28461,12.88,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
6,TE,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,K. Rudolph ,https://sports.yahoo.com/nfl/players/24830,14.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
7,Q/WR/T,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,M. Ryan ,https://sports.yahoo.com/nfl/players/8780,40.46,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
8,DEF,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,Baltimore  - DEF ,https://sports.yahoo.com/nfl/teams/baltimore/,14.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
9,DEF,1,4,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=3&mid1=1&mid2=4,New York  - DEF ,https://sports.yahoo.com/nfl/teams/ny-jets/,12.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
0,QB,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,T. Brady ,https://sports.yahoo.com/nfl/players/5228,18.96,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
1,WR,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,T. Hill ,https://sports.yahoo.com/nfl/players/29399,11.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
2,WR,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,M. Crabtree ,https://sports.yahoo.com/nfl/players/9274,5.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
3,WR,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,J. Nelson ,https://sports.yahoo.com/nfl/players/8813,16.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
4,RB,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,S. Barkley ,https://sports.yahoo.com/nfl/players/30972,21.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
5,RB,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,T. Coleman ,https://sports.yahoo.com/nfl/players/28461,11.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
6,TE,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,K. Rudolph ,https://sports.yahoo.com/nfl/players/24830,9.63,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
7,Q/WR/T,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,M. Ryan ,https://sports.yahoo.com/nfl/players/8780,29.39,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
8,DEF,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,Baltimore  - DEF ,https://sports.yahoo.com/nfl/teams/baltimore/,14.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
9,DEF,1,5,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=4&mid1=1&mid2=5,New York  - DEF ,https://sports.yahoo.com/nfl/teams/ny-jets/,9.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
0,QB,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,T. Brady ,https://sports.yahoo.com/nfl/players/5228,27.52,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
1,WR,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,T. Hill ,https://sports.yahoo.com/nfl/players/29399,12.88,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
2,WR,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,J. Edelman ,https://sports.yahoo.com/nfl/players/9496,10.63,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
3,WR,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,T. Boyd ,https://sports.yahoo.com/nfl/players/29288,7.50,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
4,RB,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,S. Barkley ,https://sports.yahoo.com/nfl/players/30972,30.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
5,RB,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,D. Freeman ,https://sports.yahoo.com/nfl/players/27631,6.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
6,TE,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,K. Rudolph ,https://sports.yahoo.com/nfl/players/24830,7.63,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
7,Q/WR/T,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,M. Ryan ,https://sports.yahoo.com/nfl/players/8780,14.65,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
8,DEF,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,Baltimore  - DEF ,https://sports.yahoo.com/nfl/teams/baltimore/,21.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
9,DEF,1,6,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=5&mid1=1&mid2=6,New York  - DEF ,https://sports.yahoo.com/nfl/teams/ny-jets/,15.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
0,QB,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,T. Brady ,https://sports.yahoo.com/nfl/players/5228,21.85,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
1,WR,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,T. Hill ,https://sports.yahoo.com/nfl/players/29399,39.25,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
2,WR,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,J. Edelman ,https://sports.yahoo.com/nfl/players/9496,15.63,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
3,WR,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,T. Boyd ,https://sports.yahoo.com/nfl/players/29288,23.25,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
4,RB,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,S. Barkley ,https://sports.yahoo.com/nfl/players/30972,39.13,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
5,RB,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,T. Coleman ,https://sports.yahoo.com/nfl/players/28461,11.63,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
6,TE,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,K. Rudolph ,https://sports.yahoo.com/nfl/players/24830,6.63,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
7,Q/WR/T,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,M. Ryan ,https://sports.yahoo.com/nfl/players/8780,27.83,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
8,DEF,1,7,https://football.fantasysports.yahoo.com//2018/f1/153194/matchup?week=6&mid1=1&mid2=7,Baltimore  - DEF ,https://sports.yahoo.com/nfl/teams/baltimore/,31.00,TheVikingsCurse,https://football.fantasysports.yahoo.com/2018/f1/153194
