position,manager_id,opponent_id,matchup_url,player,player_url,player_id,score,league_url,league_id,manager_key
QB,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,T. Brady ,https://sports.yahoo.com/nfl/players/5228,5228,0,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
WR,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,R. Moss ,https://sports.yahoo.com/nfl/players/4262,4262,3,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
WR,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,A. Johnson ,https://sports.yahoo.com/nfl/players/6339,6339,10,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
WR,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,B. Engram ,https://sports.yahoo.com/nfl/players/3512,3512,4,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
RB,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,J. Lewis ,https://sports.yahoo.com,,8,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
RB,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,M. Jones-Drew ,https://sports.yahoo.com/nfl/players/7809,7809,4,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
TE,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,D. Lee ,https://sports.yahoo.com/nfl/players/6492,6492,6,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
K,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,M. Crosby ,https://sports.yahoo.com/nfl/players/8447,8447,19,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
DEF,6,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,Los Angeles  - DEF ,https://sports.yahoo.com/nfl/teams/la-chargers/,la-chargers,19,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
QB,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,D. Brees ,https://sports.yahoo.com/nfl/players/5479,5479,18,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
WR,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,R. Wayne ,https://sports.yahoo.com/nfl/players/5477,5477,3,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
WR,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,J. Galloway ,https://sports.yahoo.com/nfl/players/3135,3135,0,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
WR,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,L. Fitzgerald ,https://sports.yahoo.com/nfl/players/6762,6762,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
RB,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,A. Peterson ,https://sports.yahoo.com/nfl/players/8261,8261,15,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
RB,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,R. Grant ,https://sports.yahoo.com/nfl/players/7635,7635,6,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
TE,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,H. Miller ,https://sports.yahoo.com/nfl/players/7206,7206,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
K,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,S. Graham ,https://sports.yahoo.com/nfl/players/5854,5854,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
DEF,5,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=5&week=15,Minnesota  - DEF ,https://sports.yahoo.com/nfl/teams/minnesota/,minnesota,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
QB,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,P. Manning ,https://sports.yahoo.com/nfl/players/4256,4256,9,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
WR,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,T. Houshmandzadeh ,https://sports.yahoo.com/nfl/players/5652,5652,3,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
WR,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,P. Burress ,https://sports.yahoo.com/nfl/players/5037,5037,1,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
WR,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,S. Smith Sr. ,https://sports.yahoo.com/nfl/players/5521,5521,3,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
RB,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,S. Jackson ,https://sports.yahoo.com/nfl/players/6783,6783,14,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
RB,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,C. Portis ,https://sports.yahoo.com/nfl/players/5937,5937,12,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
TE,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,D. Clark ,https://sports.yahoo.com/nfl/players/6360,6360,0,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
K,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,J. Brown ,https://sports.yahoo.com/nfl/players/6558,6558,4,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
DEF,3,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,New England  - DEF ,https://sports.yahoo.com/nfl/teams/new-england/,new-england,21,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
QB,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,K. Warner ,https://sports.yahoo.com,,18,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
WR,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,M. Colston ,https://sports.yahoo.com/nfl/players/8001,8001,11,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
WR,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,T. Holt ,https://sports.yahoo.com/nfl/players/4654,4654,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
WR,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,L. Evans ,https://sports.yahoo.com/nfl/players/6772,6772,1,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
RB,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,J. Addai ,https://sports.yahoo.com/nfl/players/7779,7779,5,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
RB,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,B. Westbrook ,https://sports.yahoo.com/nfl/players/5977,5977,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
TE,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,A. Gates ,https://sports.yahoo.com/nfl/players/6663,6663,0,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
K,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,S. Gostkowski ,https://sports.yahoo.com/nfl/players/7867,7867,8,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
DEF,2,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=3&mid2=2&week=15,Green Bay  - DEF ,https://sports.yahoo.com/nfl/teams/green-bay/,green-bay,9,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
QB,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,D. Brees ,https://sports.yahoo.com/nfl/players/5479,5479,3,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
WR,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,R. Wayne ,https://sports.yahoo.com/nfl/players/5477,5477,11,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
WR,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,L. Fitzgerald ,https://sports.yahoo.com/nfl/players/6762,6762,3,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
WR,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,D. Branch ,https://sports.yahoo.com/nfl/players/5951,5951,1,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
RB,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,A. Peterson ,https://sports.yahoo.com/nfl/players/8261,8261,2,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
RB,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,R. Grant ,https://sports.yahoo.com/nfl/players/7635,7635,11,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
TE,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,H. Miller ,https://sports.yahoo.com/nfl/players/7206,7206,0,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
K,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,S. Graham ,https://sports.yahoo.com/nfl/players/5854,5854,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
DEF,5,2,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,Minnesota  - DEF ,https://sports.yahoo.com/nfl/teams/minnesota/,minnesota,1,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.5
QB,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,K. Warner ,https://sports.yahoo.com,,25,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
WR,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,M. Colston ,https://sports.yahoo.com/nfl/players/8001,8001,0,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
WR,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,T. Holt ,https://sports.yahoo.com/nfl/players/4654,4654,2,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
WR,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,L. Evans ,https://sports.yahoo.com/nfl/players/6772,6772,8,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
RB,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,J. Addai ,https://sports.yahoo.com/nfl/players/7779,7779,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
RB,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,B. Westbrook ,https://sports.yahoo.com/nfl/players/5977,5977,5,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
TE,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,A. Gates ,https://sports.yahoo.com/nfl/players/6663,6663,1,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
K,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,S. Gostkowski ,https://sports.yahoo.com/nfl/players/7867,7867,4,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
DEF,2,5,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=5&mid2=2&week=16,Green Bay  - DEF ,https://sports.yahoo.com/nfl/teams/green-bay/,green-bay,-1,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.2
QB,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,T. Brady ,https://sports.yahoo.com/nfl/players/5228,5228,16,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
WR,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,R. Moss ,https://sports.yahoo.com/nfl/players/4262,4262,14,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
WR,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,A. Johnson ,https://sports.yahoo.com/nfl/players/6339,6339,9,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
WR,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,B. Marshall ,https://sports.yahoo.com/nfl/players/7868,7868,3,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
RB,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,J. Lewis ,https://sports.yahoo.com,,6,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
RB,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,M. Jones-Drew ,https://sports.yahoo.com/nfl/players/7809,7809,12,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
TE,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,D. Lee ,https://sports.yahoo.com/nfl/players/6492,6492,0,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
K,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,M. Crosby ,https://sports.yahoo.com/nfl/players/8447,8447,1,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
DEF,6,3,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,Los Angeles  - DEF ,https://sports.yahoo.com/nfl/teams/la-chargers/,la-chargers,17,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.6
QB,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,P. Manning ,https://sports.yahoo.com/nfl/players/4256,4256,24,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
WR,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,T. Houshmandzadeh ,https://sports.yahoo.com/nfl/players/5652,5652,7,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
WR,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,P. Burress ,https://sports.yahoo.com/nfl/players/5037,5037,0,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
WR,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,S. Smith Sr. ,https://sports.yahoo.com/nfl/players/5521,5521,12,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
RB,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,S. Jackson ,https://sports.yahoo.com/nfl/players/6783,6783,11,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
RB,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,C. Portis ,https://sports.yahoo.com/nfl/players/5937,5937,17,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
TE,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,D. Clark ,https://sports.yahoo.com/nfl/players/6360,6360,15,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
K,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,J. Brown ,https://sports.yahoo.com/nfl/players/6558,6558,10,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
DEF,3,6,https://football.fantasysports.yahoo.com/2007/f1/580505/matchup?mid1=6&mid2=3&week=16,New England  - DEF ,https://sports.yahoo.com/nfl/teams/new-england/,new-england,11,https://football.fantasysports.yahoo.com/2007/f1/580505,580505,580505.3
QB,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,P. Rivers ,https://sports.yahoo.com/nfl/players/6763,6763,13.98,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
WR,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,M. Sims-Walker ,https://sports.yahoo.com/nfl/players/8333,8333,0.6,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
WR,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,A. Johnson ,https://sports.yahoo.com/nfl/players/6339,6339,31.6,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
WR,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,V. Jackson ,https://sports.yahoo.com/nfl/players/7237,7237,12,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
RB,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,D. Williams ,https://sports.yahoo.com/nfl/players/7776,7776,9.7,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
RB,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,F. Gore ,https://sports.yahoo.com/nfl/players/7241,7241,23.7,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
TE,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,A. Gates ,https://sports.yahoo.com/nfl/players/6663,6663,10.4,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
K,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,J. Carney ,https://sports.yahoo.com/nfl/players/549,549,0,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
DEF,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,,,,0,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.3
QB,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,T. Romo ,https://sports.yahoo.com/nfl/players/6624,6624,17.86,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
WR,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,R. Wayne ,https://sports.yahoo.com/nfl/players/5477,5477,4.3,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
WR,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,S. Holmes ,https://sports.yahoo.com/nfl/players/7774,7774,9.3,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
WR,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,N. Burleson ,https://sports.yahoo.com/nfl/players/6407,6407,5.2,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
RB,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,M. Jones-Drew ,https://sports.yahoo.com/nfl/players/7809,7809,14.3,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
RB,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,T. Hightower ,https://sports.yahoo.com/nfl/players/8926,8926,-0.4,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
TE,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,D. Clark ,https://sports.yahoo.com/nfl/players/6360,6360,22.3,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
K,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,R. Longwell ,https://sports.yahoo.com/nfl/players/4080,4080,14,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
DEF,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,New Orleans  - DEF ,https://sports.yahoo.com/nfl/teams/new-orleans/,new-orleans,3,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.8
QB,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,A. Rodgers ,https://sports.yahoo.com/nfl/players/7200,7200,7.8,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
WR,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,B. Marshall ,https://sports.yahoo.com/nfl/players/7868,7868,32,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
WR,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,D. Driver ,https://sports.yahoo.com/nfl/players/4863,4863,1.1,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
WR,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,S. Rice ,https://sports.yahoo.com/nfl/players/8298,8298,9.9,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
RB,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,R. Mendenhall ,https://sports.yahoo.com/nfl/players/8800,8800,7,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
RB,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,A. Peterson ,https://sports.yahoo.com/nfl/players/8261,8261,25.7,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
TE,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,H. Miller ,https://sports.yahoo.com/nfl/players/7206,7206,5.9,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
K,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,M. Prater ,https://sports.yahoo.com/nfl/players/8565,8565,4,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
DEF,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,Pittsburgh  - DEF ,https://sports.yahoo.com/nfl/teams/pittsburgh/,pittsburgh,5,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.4
QB,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,M. Schaub ,https://sports.yahoo.com/nfl/players/6849,6849,21.4,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
WR,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,L. Fitzgerald ,https://sports.yahoo.com/nfl/players/6762,6762,2.2,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
WR,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,C. Johnson ,https://sports.yahoo.com/nfl/players/5483,5483,8.7,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
WR,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,M. Austin ,https://sports.yahoo.com/nfl/players/8021,8021,13.1,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
RB,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,M. Forte ,https://sports.yahoo.com/nfl/players/8821,8821,6.8,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
RB,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,P. Thomas ,https://sports.yahoo.com/nfl/players/8561,8561,10,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
TE,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,B. Celek ,https://sports.yahoo.com/nfl/players/8416,8416,12.4,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
K,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,D. Akers ,https://sports.yahoo.com/nfl/players/4587,4587,7,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
DEF,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,Dallas  - DEF ,https://sports.yahoo.com/nfl/teams/dallas/,dallas,4,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.1
QB,2,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=2&mid2=3&week=15,D. Brees ,https://sports.yahoo.com/nfl/players/5479,5479,11.32,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.2
WR,2,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=2&mid2=3&week=15,T. Houshmandzadeh ,https://sports.yahoo.com/nfl/players/5652,5652,7.3,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.2
WR,2,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=2&mid2=3&week=15,H. Ward ,https://sports.yahoo.com/nfl/players/4323,4323,12.6,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.2
WR,2,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=2&mid2=3&week=15,A. Boldin ,https://sports.yahoo.com/nfl/players/6390,6390,13.2,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.2
RB,2,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=2&mid2=3&week=15,C. Johnson ,https://sports.yahoo.com/nfl/players/8801,8801,13.9,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.2
RB,2,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=2&mid2=3&week=15,J. Addai ,https://sports.yahoo.com/nfl/players/7779,7779,7.3,https://football.fantasysports.yahoo.com/2009/f1/790872,790872,790872.2
