,position,manager_id,opponent_id,matchup_url,player,player_url,score,league_url,manager_name,opponent_name,new
105,RB,5,4,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,D. Johnson ,https://sports.yahoo.com/nfl/players/28474,30.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Mark,Luke,Luke
106,TE,5,4,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,A. Hooper ,https://sports.yahoo.com/nfl/players/29315,12.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Mark,Luke,Luke
107,Q/WR/T,5,4,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,B. Mayfield ,https://sports.yahoo.com/nfl/players/30971,11,https://football.fantasysports.yahoo.com/2020/f1/523631,Mark,Luke,Luke
108,DEF,5,4,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,Buffalo  - DEF ,https://sports.yahoo.com/nfl/teams/buffalo/,11.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Mark,Luke,Luke
109,DEF,5,4,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,Arizona  - DEF ,https://sports.yahoo.com/nfl/teams/arizona/,8.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Mark,Luke,Luke
110,QB,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,K. Murray ,https://sports.yahoo.com/nfl/players/31833,19.73,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
111,WR,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,C. Ridley ,https://sports.yahoo.com/nfl/players/30996,17.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
112,WR,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,T. Hilton ,https://sports.yahoo.com/nfl/players/25802,9,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
113,WR,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,N. Agholor ,https://sports.yahoo.com/nfl/players/28408,27.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
114,RB,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,J. Taylor ,https://sports.yahoo.com/nfl/players/32711,21.25,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
115,RB,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,S. Ahmed ,https://sports.yahoo.com/nfl/players/33265,0.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
116,TE,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,M. Andrews ,https://sports.yahoo.com/nfl/players/31056,12.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
117,Q/WR/T,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,M. Mariota ,https://sports.yahoo.com/nfl/players/28390,0,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
118,DEF,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,Green Bay  - DEF ,https://sports.yahoo.com/nfl/teams/green-bay/,11.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
119,DEF,4,5,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=5&mid2=4&week=16,New Orleans  - DEF ,https://sports.yahoo.com/nfl/teams/new-orleans/,4.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Luke,Mark,Mark
120,QB,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,A. Rodgers ,https://sports.yahoo.com/nfl/players/7200,27.93,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
121,WR,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,T. Hill ,https://sports.yahoo.com/nfl/players/29399,10.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
122,WR,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,B. Aiyuk ,https://sports.yahoo.com/nfl/players/32695,4.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
123,WR,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,C. Beasley ,https://sports.yahoo.com/nfl/players/26060,3.63,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
124,RB,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,A. Ekeler ,https://sports.yahoo.com/nfl/players/30423,16,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
125,RB,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,M. Gordon ,https://sports.yahoo.com/nfl/players/28403,9.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
126,TE,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,R. Tonyan ,https://sports.yahoo.com/nfl/players/30777,2.63,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
127,Q/WR/T,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,C. Newton ,https://sports.yahoo.com/nfl/players/24788,10.7,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
128,DEF,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,Baltimore  - DEF ,https://sports.yahoo.com/nfl/teams/baltimore/,18.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
129,DEF,1,9,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,Los Angeles  - DEF ,https://sports.yahoo.com/nfl/teams/la-rams/,10,https://football.fantasysports.yahoo.com/2020/f1/523631,Scott Gunter,Kevin,na
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
,,,,,,,,,Patrick,,Kevin
130,QB,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,J. Herbert ,https://sports.yahoo.com/nfl/players/32676,19.9,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
131,WR,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,D. Hopkins ,https://sports.yahoo.com/nfl/players/26650,10,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
132,WR,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,A. Thielen ,https://sports.yahoo.com/nfl/players/27277,22.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
133,WR,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,E. Sanders ,https://sports.yahoo.com/nfl/players/24057,13.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
134,RB,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,D. Cook ,https://sports.yahoo.com/nfl/players/30154,17.63,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
135,RB,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,N. Chubb ,https://sports.yahoo.com/nfl/players/31005,16.75,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
136,TE,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,D. Waller ,https://sports.yahoo.com/nfl/players/28592,16.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
137,Q/WR/T,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,L. Jackson ,https://sports.yahoo.com/nfl/players/31002,25.15,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
138,DEF,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,Indianapolis  - DEF ,https://sports.yahoo.com/nfl/teams/indianapolis/,5.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
139,DEF,9,1,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=1&mid2=9&week=16,Los Angeles  - DEF ,https://sports.yahoo.com/nfl/teams/la-chargers/,7.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Kevin,Scott Gunter,Patrick
140,QB,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,R. Wilson ,https://sports.yahoo.com/nfl/players/25785,14.55,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
141,WR,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,T. Lockett ,https://sports.yahoo.com/nfl/players/28457,6.25,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
142,WR,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,K. Allen ,https://sports.yahoo.com/nfl/players/26699,2.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
143,WR,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,B. Cooks ,https://sports.yahoo.com/nfl/players/27548,10.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
144,RB,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,C. Carson ,https://sports.yahoo.com/nfl/players/30362,9.63,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
145,RB,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,J. Wilson Jr. ,https://sports.yahoo.com/nfl/players/31394,13.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
146,TE,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,H. Henry ,https://sports.yahoo.com/nfl/players/29269,16.63,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
147,Q/WR/T,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,P. Rivers ,https://sports.yahoo.com/nfl/players/6763,19.28,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
148,DEF,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,Houston  - DEF ,https://sports.yahoo.com/nfl/teams/houston/,3,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
149,DEF,10,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,Pittsburgh  - DEF ,https://sports.yahoo.com/nfl/teams/pittsburgh/,7.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,Bryan,
150,QB,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,D. Brees ,https://sports.yahoo.com/nfl/players/5479,21.7,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
151,WR,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,C. Claypool ,https://sports.yahoo.com/nfl/players/32719,7.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
152,WR,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,A. Cooper ,https://sports.yahoo.com/nfl/players/28392,1.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
153,WR,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,R. Anderson ,https://sports.yahoo.com/nfl/players/29785,3.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
154,RB,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,J. Robinson ,https://sports.yahoo.com/nfl/players/33138,14.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
155,RB,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,M. Davis ,https://sports.yahoo.com/nfl/players/28514,8.63,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
156,TE,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,L. Thomas ,https://sports.yahoo.com/nfl/players/27648,19.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
157,Q/WR/T,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,D. Carr ,https://sports.yahoo.com/nfl/players/27564,2.65,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
158,DEF,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,Seattle  - DEF ,https://sports.yahoo.com/nfl/teams/seattle/,15,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
159,DEF,8,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=8&week=15,Tampa Bay  - DEF ,https://sports.yahoo.com/nfl/teams/tampa-bay/,11,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Krista,
160,QB,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,M. Trubisky ,https://sports.yahoo.com/nfl/players/30115,16.35,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
161,WR,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,T. McLaurin ,https://sports.yahoo.com/nfl/players/31908,13.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
162,WR,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,D. Johnson ,https://sports.yahoo.com/nfl/players/31898,17.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
163,WR,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,R. Woods ,https://sports.yahoo.com/nfl/players/26664,21,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
164,RB,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,A. Kamara ,https://sports.yahoo.com/nfl/players/30180,19.25,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
165,RB,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,T. Pollard ,https://sports.yahoo.com/nfl/players/31960,31.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
166,TE,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,T. Hockenson ,https://sports.yahoo.com/nfl/players/31840,1.25,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
167,Q/WR/T,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,J. Hurts ,https://sports.yahoo.com/nfl/players/32723,42.78,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
168,DEF,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,San Francisco  - DEF ,https://sports.yahoo.com/nfl/teams/san-francisco/,2,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
169,DEF,3,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,Cleveland  - DEF ,https://sports.yahoo.com/nfl/teams/cleveland/,13.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,David Casstevens,
170,QB,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,P. Mahomes ,https://sports.yahoo.com/nfl/players/30123,29.33,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
171,WR,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,J. Smith-Schuster ,https://sports.yahoo.com/nfl/players/30175,1.38,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
172,WR,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,D. Chark ,https://sports.yahoo.com/nfl/players/31031,8.63,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
173,WR,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,M. Evans ,https://sports.yahoo.com/nfl/players/27535,16.75,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
174,RB,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,M. Sanders ,https://sports.yahoo.com/nfl/players/31885,11.75,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
175,RB,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,D. Montgomery ,https://sports.yahoo.com/nfl/players/31905,32.75,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
176,TE,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,R. Gronkowski ,https://sports.yahoo.com/nfl/players/24017,5.13,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
177,Q/WR/T,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,C. Akers ,https://sports.yahoo.com/nfl/players/32722,8.25,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
178,DEF,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,Washington  - DEF ,https://sports.yahoo.com/nfl/teams/washington/,5.5,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
179,DEF,6,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=6&mid2=3&week=15,Chicago  - DEF ,https://sports.yahoo.com/nfl/teams/chicago/,9.5,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Duncan,
180,QB,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,M. Trubisky ,https://sports.yahoo.com/nfl/players/30115,26.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
181,WR,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,D. Johnson ,https://sports.yahoo.com/nfl/players/31898,19.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
182,WR,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,R. Woods ,https://sports.yahoo.com/nfl/players/26664,8.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
183,WR,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,R. Gage ,https://sports.yahoo.com/nfl/players/31164,4.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
184,RB,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,A. Kamara ,https://sports.yahoo.com/nfl/players/30180,59,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
185,RB,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,L. Bell ,https://sports.yahoo.com/nfl/players/26671,5.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
186,TE,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,T. Hockenson ,https://sports.yahoo.com/nfl/players/31840,4.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
187,Q/WR/T,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,J. Hurts ,https://sports.yahoo.com/nfl/players/32723,23.73,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
188,DEF,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,Cleveland  - DEF ,https://sports.yahoo.com/nfl/teams/cleveland/,8,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
189,DEF,3,8,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,Kansas City  - DEF ,https://sports.yahoo.com/nfl/teams/kansas-city/,10,https://football.fantasysports.yahoo.com/2020/f1/523631,Duncan,Bryan,
190,QB,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,D. Brees ,https://sports.yahoo.com/nfl/players/5479,11.18,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
191,WR,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,A. Cooper ,https://sports.yahoo.com/nfl/players/28392,17.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
192,WR,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,M. Jones Jr. ,https://sports.yahoo.com/nfl/players/25876,3.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
193,WR,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,R. Anderson ,https://sports.yahoo.com/nfl/players/29785,14.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
194,RB,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,M. Davis ,https://sports.yahoo.com/nfl/players/28514,9.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
195,RB,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,M. Gaskin ,https://sports.yahoo.com/nfl/players/32066,35.63,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
196,TE,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,L. Thomas ,https://sports.yahoo.com/nfl/players/27648,11.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
197,Q/WR/T,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,A. Dalton ,https://sports.yahoo.com/nfl/players/24822,30.73,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
198,DEF,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,Seattle  - DEF ,https://sports.yahoo.com/nfl/teams/seattle/,17.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
199,DEF,8,3,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=8&mid2=3&week=16,Philadelphia  - DEF ,https://sports.yahoo.com/nfl/teams/philadelphia/,3.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Bryan,Duncan,
200,QB,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,R. Wilson ,https://sports.yahoo.com/nfl/players/25785,22.38,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
201,WR,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,T. Lockett ,https://sports.yahoo.com/nfl/players/28457,7,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
202,WR,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,B. Cooks ,https://sports.yahoo.com/nfl/players/27548,27.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
203,WR,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,M. Brown ,https://sports.yahoo.com/nfl/players/31857,11.13,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
204,RB,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,J. McKissic ,https://sports.yahoo.com/nfl/players/29650,21.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
205,RB,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,L. Fournette ,https://sports.yahoo.com/nfl/players/30117,15.75,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
206,TE,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,J. Cook ,https://sports.yahoo.com/nfl/players/9353,11.75,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
207,Q/WR/T,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,M. Ryan ,https://sports.yahoo.com/nfl/players/8780,22.88,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
208,DEF,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,Houston  - DEF ,https://sports.yahoo.com/nfl/teams/houston/,-1,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
209,DEF,10,6,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,Pittsburgh  - DEF ,https://sports.yahoo.com/nfl/teams/pittsburgh/,15.5,https://football.fantasysports.yahoo.com/2020/f1/523631,Krista,David Casstevens,
210,QB,6,10,https://football.fantasysports.yahoo.com/2020/f1/523631/matchup?mid1=10&mid2=6&week=16,P. Mahomes ,https://sports.yahoo.com/nfl/players/30123,22.53,https://football.fantasysports.yahoo.com/2020/f1/523631,David Casstevens,Krista,
