position,manager_id,opponent_id,matchup_url,player,player_url,score,league_url
QB,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,P. Rivers ,https://sports.yahoo.com/nfl/players/6763,13.98,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,M. Sims-Walker ,https://sports.yahoo.com/nfl/players/8333,0.60,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,A. Johnson ,https://sports.yahoo.com/nfl/players/6339,31.60,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,V. Jackson ,https://sports.yahoo.com/nfl/players/7237,12.00,https://football.fantasysports.yahoo.com/2009/f1/790872
RB,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,D. Williams ,https://sports.yahoo.com/nfl/players/7776,9.70,https://football.fantasysports.yahoo.com/2009/f1/790872
RB,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,F. Gore ,https://sports.yahoo.com/nfl/players/7241,23.70,https://football.fantasysports.yahoo.com/2009/f1/790872
TE,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,A. Gates ,https://sports.yahoo.com/nfl/players/6663,10.40,https://football.fantasysports.yahoo.com/2009/f1/790872
K,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,J. Carney ,https://sports.yahoo.com/nfl/players/549,0.00,https://football.fantasysports.yahoo.com/2009/f1/790872
DEF,3,8,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,,,–,https://football.fantasysports.yahoo.com/2009/f1/790872
QB,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,T. Romo ,https://sports.yahoo.com/nfl/players/6624,17.86,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,R. Wayne ,https://sports.yahoo.com/nfl/players/5477,4.30,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,S. Holmes ,https://sports.yahoo.com/nfl/players/7774,9.30,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,N. Burleson ,https://sports.yahoo.com/nfl/players/6407,5.20,https://football.fantasysports.yahoo.com/2009/f1/790872
RB,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,M. Jones-Drew ,https://sports.yahoo.com/nfl/players/7809,14.30,https://football.fantasysports.yahoo.com/2009/f1/790872
RB,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,T. Hightower ,https://sports.yahoo.com/nfl/players/8926,-0.40,https://football.fantasysports.yahoo.com/2009/f1/790872
TE,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,D. Clark ,https://sports.yahoo.com/nfl/players/6360,22.30,https://football.fantasysports.yahoo.com/2009/f1/790872
K,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,R. Longwell ,https://sports.yahoo.com/nfl/players/4080,14.00,https://football.fantasysports.yahoo.com/2009/f1/790872
DEF,8,3,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=3&mid2=8&week=14,New Orleans  - DEF ,https://sports.yahoo.com/nfl/teams/new-orleans/,3.00,https://football.fantasysports.yahoo.com/2009/f1/790872
QB,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,A. Rodgers ,https://sports.yahoo.com/nfl/players/7200,7.80,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,B. Marshall ,https://sports.yahoo.com/nfl/players/7868,32.00,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,D. Driver ,https://sports.yahoo.com/nfl/players/4863,1.10,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,S. Rice ,https://sports.yahoo.com/nfl/players/8298,9.90,https://football.fantasysports.yahoo.com/2009/f1/790872
RB,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,R. Mendenhall ,https://sports.yahoo.com/nfl/players/8800,7.00,https://football.fantasysports.yahoo.com/2009/f1/790872
RB,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,A. Peterson ,https://sports.yahoo.com/nfl/players/8261,25.70,https://football.fantasysports.yahoo.com/2009/f1/790872
TE,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,H. Miller ,https://sports.yahoo.com/nfl/players/7206,5.90,https://football.fantasysports.yahoo.com/2009/f1/790872
K,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,M. Prater ,https://sports.yahoo.com/nfl/players/8565,4.00,https://football.fantasysports.yahoo.com/2009/f1/790872
DEF,4,1,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,Pittsburgh  - DEF ,https://sports.yahoo.com/nfl/teams/pittsburgh/,5.00,https://football.fantasysports.yahoo.com/2009/f1/790872
QB,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,M. Schaub ,https://sports.yahoo.com/nfl/players/6849,21.40,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,L. Fitzgerald ,https://sports.yahoo.com/nfl/players/6762,2.20,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,C. Johnson ,https://sports.yahoo.com/nfl/players/5483,8.70,https://football.fantasysports.yahoo.com/2009/f1/790872
WR,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,M. Austin ,https://sports.yahoo.com/nfl/players/8021,13.10,https://football.fantasysports.yahoo.com/2009/f1/790872
RB,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,M. Forte ,https://sports.yahoo.com/nfl/players/8821,6.80,https://football.fantasysports.yahoo.com/2009/f1/790872
RB,1,4,https://football.fantasysports.yahoo.com/2009/f1/790872/matchup?mid1=4&mid2=1&week=14,P. Thomas ,https://sports.yahoo.com/nfl/players/8561,10.00,https://football.fantasysports.yahoo.com/2009/f1/790872
