,player_name,position,player_url,position_rank
0,Aaron Rodgers,QB,https://sports.yahoo.com/nfl/players/7200,20
1,Drew Brees,QB,https://sports.yahoo.com/nfl/players/5479,23
2,Cam Newton,QB,https://sports.yahoo.com/nfl/players/24788,30
3,Peyton Manning,QB,https://sports.yahoo.com/nfl/players/4256,31
4,Tom Brady,QB,https://sports.yahoo.com/nfl/players/5228,40
5,Colin Kaepernick,QB,https://sports.yahoo.com/nfl/players/24823,45
6,Matt Ryan,QB,https://sports.yahoo.com/nfl/players/8780,46
7,Matthew Stafford,QB,https://sports.yahoo.com/nfl/players/9265,53
8,Russell Wilson,QB,https://sports.yahoo.com/nfl/players/25785,54
9,Tony Romo,QB,https://sports.yahoo.com/nfl/players/6624,56
10,Robert Griffin III,QB,https://sports.yahoo.com/nfl/players/25712,59
11,Andrew Luck,QB,https://sports.yahoo.com/nfl/players/25711,64
12,Mike Vick,QB,https://sports.yahoo.com/nfl/players/5448,70
13,Eli Manning,QB,https://sports.yahoo.com/nfl/players/6760,90
14,Ben Roethlisberger,QB,https://sports.yahoo.com/nfl/players/6770,101
15,Andy Dalton,QB,https://sports.yahoo.com/nfl/players/24822,113
16,Nick Foles,QB,https://sports.yahoo.com/nfl/players/25798,114
17,Carson Palmer,QB,https://sports.yahoo.com/nfl/players/6337,122
18,Jay Cutler,QB,https://sports.yahoo.com/nfl/players/7760,126
19,Joe Flacco,QB,https://sports.yahoo.com/nfl/players/8795,127
20,Sam Bradford,QB,https://sports.yahoo.com/nfl/players/23976,132
21,Alex Smith,QB,https://sports.yahoo.com/nfl/players/7177,138
22,Matt Schaub,QB,https://sports.yahoo.com/nfl/players/6849,142
23,Josh Freeman,QB,https://sports.yahoo.com/nfl/players/9281,149
24,Philip Rivers,QB,https://sports.yahoo.com/nfl/players/6763,154
0,Brandon Weeden,QB,https://sports.yahoo.com/nfl/players/25732,163
1,Ryan Tannehill,QB,https://sports.yahoo.com/nfl/players/25718,175
2,Terrelle Pryor Sr.,QB,https://sports.yahoo.com/nfl/players/25681,191
3,EJ Manuel,QB,https://sports.yahoo.com/nfl/players/26639,231
4,Jake Locker,QB,https://sports.yahoo.com/nfl/players/24795,233
5,Christian Ponder,QB,https://sports.yahoo.com/nfl/players/24799,238
6,Josh McCown,QB,https://sports.yahoo.com/nfl/players/5967,255
7,Ryan Fitzpatrick,QB,https://sports.yahoo.com/nfl/players/7426,269
8,Jason Campbell,QB,https://sports.yahoo.com/nfl/players/7201,1854
9,Case Keenum,QB,https://sports.yahoo.com/nfl/players/26483,1855
10,Geno Smith,QB,https://sports.yahoo.com/nfl/players/26662,1870
11,Matt Cassel,QB,https://sports.yahoo.com/nfl/players/7406,1881
12,Mike Glennon,QB,https://sports.yahoo.com/nfl/players/26696,1884
13,Thad Lewis,QB,https://sports.yahoo.com/nfl/players/24311,2058
14,Matt McGloin,QB,https://sports.yahoo.com/nfl/players/27429,2060
15,Chad Henne,QB,https://sports.yahoo.com/nfl/players/8834,2498
16,Matt Flynn,QB,https://sports.yahoo.com/nfl/players/8986,2539
17,Kellen Clemens,QB,https://sports.yahoo.com/nfl/players/7798,2654
18,Kirk Cousins,QB,https://sports.yahoo.com/nfl/players/25812,2657
19,David Carr,QB,https://sports.yahoo.com/nfl/players/5887,2658
20,Brad Sorensen,QB,https://sports.yahoo.com/nfl/players/26844,2659
21,B.J. Coleman,QB,https://sports.yahoo.com/nfl/players/25953,2660
22,Rex Grossman,QB,https://sports.yahoo.com/nfl/players/6358,2661
23,Matt Simms,QB,https://sports.yahoo.com/nfl/players/26317,2662
24,Charlie Batch,QB,https://sports.yahoo.com/nfl/players/4319,2663
0,Ryan Nassib,QB,https://sports.yahoo.com/nfl/players/26733,2664
1,Graham Harrell,QB,https://sports.yahoo.com/nfl/players/24727,2665
2,JaMarcus Russell,QB,https://sports.yahoo.com/nfl/players/8255,2666
3,Tyler Thigpen,QB,https://sports.yahoo.com/nfl/players/8471,2667
4,Dalton Williams,QB,https://sports.yahoo.com/nfl/players/27334,2668
5,Matt Hasselbeck,QB,https://sports.yahoo.com/nfl/players/4416,2669
6,Zac Robinson,QB,https://sports.yahoo.com/nfl/players/24226,2670
7,Austin Davis,QB,https://sports.yahoo.com/nfl/players/26346,2671
8,Matt Leinart,QB,https://sports.yahoo.com/nfl/players/7759,2672
9,Drew Stanton,QB,https://sports.yahoo.com/nfl/players/8297,2673
10,Matt Scott,QB,https://sports.yahoo.com/nfl/players/26977,2674
11,Dennis Dixon,QB,https://sports.yahoo.com/nfl/players/8933,2675
12,Charlie Whitehurst,QB,https://sports.yahoo.com/nfl/players/7830,2676
13,Landry Jones,QB,https://sports.yahoo.com/nfl/players/26738,2677
