,team_key,name,rank,playoff_seed,outcome_totals,streak,points_for,points_against,wins,losses,ties,percentage,moves,faab_balance,league_key,league_id,manager_id,manager_key,rs_score,diff,p_score,playoff_wins
94,380.l.153194.t.6,KENNY G BABY,8.0,8.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '1'}",1898.15,1945.7899999999995,6,7,0,0.462,23,4,380.l.153194,153194,6,153194.6,1898.15,0.0,281.63,1
95,380.l.153194.t.2,Pat Actual,10.0,10.0,"{'wins': '2', 'losses': '11', 'ties': 0, 'percentage': '.154'}","{'type': 'win', 'value': '1'}",1750.3,2037.6000000000004,2,11,0,0.154,28,4,380.l.153194,153194,2,153194.2,1750.3,0.0,206.10999999999999,0
96,390.l.102231.t.8,Brown Rehab Facility,1.0,2.0,"{'wins': '8', 'losses': '5', 'ties': 0, 'percentage': '.615'}","{'type': 'loss', 'value': '2'}",2107.81,1896.26,8,5,0,0.615,42,0,390.l.102231,102231,8,102231.8,2107.81,0.0,356.13,2
97,390.l.102231.t.3,MAGA Cracker,2.0,1.0,"{'wins': '11', 'losses': '2', 'ties': 0, 'percentage': '.846'}","{'type': 'win', 'value': '6'}",2286.88,1838.13,11,2,0,0.846,37,4,390.l.102231,102231,3,102231.3,2286.88,0.0,342.17,1
98,390.l.102231.t.9,Marquez Exxon Valdez,3.0,6.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'win', 'value': '4'}",1901.55,2035.23,6,7,0,0.462,54,6,390.l.102231,102231,9,102231.9,1901.55,0.0,521.21,2
99,390.l.102231.t.10,Talented Mr. Ridley,4.0,5.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '2'}",1899.47,1891.95,7,6,0,0.538,15,3,390.l.102231,102231,10,102231.1,1896.65,2.8199999999999363,322.61,1
100,390.l.102231.t.1,TurnUrHead&Goff,7.0,7.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'win', 'value': '2'}",1896.65,1915.52,6,7,0,0.462,21,2,390.l.102231,102231,1,102231.1,1896.65,0.0,322.61,2
101,390.l.102231.t.7,WeEatinGOOD,5.0,3.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '2'}",2072.04,1894.36,7,6,0,0.538,33,1,390.l.102231,102231,7,102231.7,2072.04,0.0,305.28,1
102,390.l.102231.t.4,Deez Nutz,6.0,4.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'loss', 'value': '2'}",1963.06,1894.52,7,6,0,0.538,22,1,390.l.102231,102231,4,102231.4,1963.06,0.0,273.02,0
103,390.l.102231.t.6,fuMinshew,8.0,9.0,"{'wins': '4', 'losses': '9', 'ties': 0, 'percentage': '.308'}","{'type': 'loss', 'value': '4'}",1898.53,2178.73,4,9,0,0.308,37,2,390.l.102231,102231,6,102231.6,1898.53,0.0,218.17000000000002,1
104,390.l.102231.t.2,FonziFonarelli,9.0,8.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '2'}",1816.22,2005.48,6,7,0,0.462,22,6,390.l.102231,102231,2,102231.2,1816.22,0.0,249.82,1
105,390.l.102231.t.5,Rockin a Chubb,10.0,10.0,"{'wins': '3', 'losses': '10', 'ties': 0, 'percentage': '.231'}","{'type': 'loss', 'value': '5'}",1695.0,1987.03,3,10,0,0.231,34,3,390.l.102231,102231,5,102231.5,1695.0,0.0,252.66,0
106,399.l.523631.t.9,Did It All 4 DiNucci,1.0,2.0,"{'wins': '9', 'losses': '4', 'ties': 0, 'percentage': '.692'}","{'type': 'win', 'value': '1'}",2137.3,1895.49,9,4,0,0.692,55,2,399.l.523631,523631,9,523631.9,2137.3,0.0,356.93,2
107,399.l.523631.t.1,2018 Pro Bowlers,2.0,5.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '2'}",2004.16,2111.98,7,6,0,0.538,20,2,399.l.523631,523631,1,523631.1,2004.16,0.0,314.59,2
108,399.l.523631.t.10,JOEVID-19,10.0,7.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '2'}",1931.11,2038.35,6,7,0,0.462,27,2,399.l.523631,523631,10,523631.1,2004.16,-73.05000000000018,314.59,0
109,399.l.523631.t.5,2 CeeDeez Nuts,3.0,1.0,"{'wins': '10', 'losses': '3', 'ties': 0, 'percentage': '.769'}","{'type': 'loss', 'value': '1'}",1994.87,1820.37,10,3,0,0.769,36,2,399.l.523631,523631,5,523631.5,1994.8700000000001,-2.2737367544323206e-13,323.2,1
110,399.l.523631.t.4,Landis,4.0,6.0,"{'wins': '5', 'losses': '8', 'ties': 0, 'percentage': '.385'}","{'type': 'loss', 'value': '3'}",1938.83,2002.15,5,8,0,0.385,44,1,399.l.523631,523631,4,523631.4,1938.83,0.0,459.27,1
111,399.l.523631.t.7,WeEatinGOOD,5.0,4.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'loss', 'value': '1'}",2068.66,1914.7,6,7,0,0.462,55,0,399.l.523631,523631,7,523631.7,2068.66,0.0,514.05,1
112,399.l.523631.t.2,FonziFonarelli,6.0,3.0,"{'wins': '7', 'losses': '6', 'ties': 0, 'percentage': '.538'}","{'type': 'win', 'value': '1'}",1976.36,1898.47,7,6,0,0.538,30,0,399.l.523631,523631,2,523631.2,1976.36,0.0,310.93,0
113,399.l.523631.t.3,1.25 Dick Sandwich,7.0,8.0,"{'wins': '6', 'losses': '7', 'ties': 0, 'percentage': '.462'}","{'type': 'win', 'value': '3'}",1919.62,1962.33,6,7,0,0.462,35,1,399.l.523631,523631,3,523631.3,1919.62,0.0,348.14,2
114,399.l.523631.t.8,Waiver Wire Wonders,8.0,10.0,"{'wins': '5', 'losses': '8', 'ties': 0, 'percentage': '.385'}","{'type': 'win', 'value': '1'}",1783.8,1882.69,5,8,0,0.385,37,1,399.l.523631,523631,8,523631.8,1783.8,0.0,259.43,1
115,399.l.523631.t.6,Aurturshelbysteam,9.0,9.0,"{'wins': '4', 'losses': '9', 'ties': 0, 'percentage': '.308'}","{'type': 'loss', 'value': '1'}",1811.36,2039.54,4,9,0,0.308,29,1,399.l.523631,523631,6,523631.6,1811.36,0.0,323.01,1
116,406.l.696126.t.8,2 Packers 1 Kupp,1.0,6.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'win', 'value': '1'}",2282.83,2203.35,6,8,0,0.429,35,4,406.l.696126,696126,8,696126.8,2282.83,0.0,553.58,3
117,406.l.696126.t.9,Where Mahomes At?,2.0,4.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'win', 'value': '1'}",2206.39,2141.13,8,6,0,0.571,42,3,406.l.696126,696126,9,696126.9,2206.39,0.0,447.98,2
118,406.l.696126.t.4,Slaw Bunnies,3.0,1.0,"{'wins': '10', 'losses': '4', 'ties': 0, 'percentage': '.714'}","{'type': 'win', 'value': '3'}",2246.65,1957.8100000000004,10,4,0,0.714,37,0,406.l.696126,696126,4,696126.4,2246.65,0.0,326.08,1
119,406.l.696126.t.7,2ManyUrklesOnYourTeam,4.0,2.0,"{'wins': '10', 'losses': '4', 'ties': 0, 'percentage': '.714'}","{'type': 'loss', 'value': '1'}",2213.85,1885.98,10,4,0,0.714,25,0,406.l.696126,696126,7,696126.7,2213.85,0.0,296.99,0
120,406.l.696126.t.2,FonziFonarelli,5.0,3.0,"{'wins': '9', 'losses': '5', 'ties': 0, 'percentage': '.643'}","{'type': 'win', 'value': '1'}",2144.54,2015.16,9,5,0,0.643,46,0,406.l.696126,696126,2,696126.2,2144.54,0.0,222.4,1
121,406.l.696126.t.6,Najee moma,6.0,5.0,"{'wins': '7', 'losses': '7', 'ties': 0, 'percentage': '.500'}","{'type': 'loss', 'value': '1'}",2022.51,2232.0,7,7,0,0.5,34,1,406.l.696126,696126,6,696126.6,2022.51,0.0,280.98,0
122,406.l.696126.t.10,Hunt Fournette October,7.0,8.0,"{'wins': '5', 'losses': '9', 'ties': 0, 'percentage': '.357'}","{'type': 'loss', 'value': '2'}",1967.75,2152.7700000000004,5,9,0,0.357,40,2,406.l.696126,696126,10,696126.1,1990.3,-22.549999999999955,225.91,2
123,406.l.696126.t.1,Unsolicited Dak pix,10.0,7.0,"{'wins': '7', 'losses': '7', 'ties': 0, 'percentage': '.500'}","{'type': 'loss', 'value': '3'}",1990.3,2130.29,7,7,0,0.5,44,0,406.l.696126,696126,1,696126.1,1990.3,0.0,225.91,0
124,406.l.696126.t.5,Shooting For 1st,8.0,10.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'loss', 'value': '1'}",1836.99,2048.02,4,10,0,0.286,29,4,406.l.696126,696126,5,696126.5,1836.99,0.0,290.82,1
125,406.l.696126.t.3,Hot Freshman RBs,9.0,9.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'win', 'value': '2'}",2002.98,2148.28,4,10,0,0.286,40,4,406.l.696126,696126,3,696126.3,2002.98,0.0,311.11,1
126,414.l.709240.t.1,Unsolicited Dak pix,1.0,3.0,"{'wins': '9', 'losses': '5', 'ties': 0, 'percentage': '.643'}","{'type': 'win', 'value': '1'}",2341.75,2119.5,9,5,0,0.643,7,2,414.l.709240,709240,1,709240.1,2341.75,0.0,465.42,3
127,414.l.709240.t.10,Fresh Princ(ess) of Helaire,3.0,2.0,"{'wins': '11', 'losses': '3', 'ties': 0, 'percentage': '.786'}","{'type': 'loss', 'value': '1'}",2298.28,2015.59,11,3,0,0.786,10,2,414.l.709240,709240,10,709240.1,2341.75,-43.4699999999998,465.42,1
128,414.l.709240.t.9,Book of Moremoms,2.0,4.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'win', 'value': '3'}",2378.2,2147.63,8,6,0,0.571,15,0,414.l.709240,709240,9,709240.9,2378.2,0.0,513.79,2
129,414.l.709240.t.7,2ManyUrklesOnYourTeam,4.0,1.0,"{'wins': '11', 'losses': '3', 'ties': 0, 'percentage': '.786'}","{'type': 'win', 'value': '3'}",2413.74,2098.6600000000003,11,3,0,0.786,18,2,414.l.709240,709240,7,709240.7,2413.7400000000002,-4.547473508864641e-13,407.73,0
130,414.l.709240.t.6,Herbie and the Homeboy,5.0,6.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'loss', 'value': '2'}",2171.05,2256.5100000000007,6,8,0,0.429,9,1,414.l.709240,709240,6,709240.6,2171.05,0.0,314.39,1
131,414.l.709240.t.3,Hurts is hurt,6.0,5.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'loss', 'value': '1'}",2260.12,2193.3,8,6,0,0.571,11,3,414.l.709240,709240,3,709240.3,2260.12,0.0,308.54,0
132,414.l.709240.t.2,FonziFonarelli,7.0,9.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'loss', 'value': '3'}",1918.29,2158.94,4,10,0,0.286,21,1,414.l.709240,709240,2,709240.2,1918.29,0.0,341.0,2
133,414.l.709240.t.5,DangerBust Wilson,8.0,10.0,"{'wins': '3', 'losses': '11', 'ties': 0, 'percentage': '.214'}","{'type': 'win', 'value': '2'}",1997.32,2274.03,3,11,0,0.214,0,2,414.l.709240,709240,5,709240.5,1997.32,0.0,324.59,1
134,414.l.709240.t.8,QB Hospice,9.0,7.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'win', 'value': '1'}",2074.86,2195.31,6,8,0,0.429,16,0,414.l.709240,709240,8,709240.8,2074.86,0.0,282.29,1
135,414.l.709240.t.4,Slaw Bunnies,10.0,8.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'loss', 'value': '4'}",2064.0,2458.14,4,10,0,0.286,11,1,414.l.709240,709240,4,709240.4,2064.0,0.0,302.66,0
136,423.l.199957.t.4,Texas Achanesaw Massacre,1.0,5.0,"{'wins': '7', 'losses': '7', 'ties': 0, 'percentage': '.500'}","{'type': 'loss', 'value': '1'}",2112.31,2104.17,7,7,0,0.5,22,3,423.l.199957,199957,4,199957.4,2112.31,0.0,526.52,3
137,423.l.199957.t.9,QB Hospice,2.0,2.0,"{'wins': '9', 'losses': '5', 'ties': 0, 'percentage': '.643'}","{'type': 'win', 'value': '1'}",1929.1,1896.91,9,5,0,0.643,30,0,423.l.199957,199957,9,199957.9,1929.1,0.0,253.49,1
138,423.l.199957.t.5,FonziFonarelli,3.0,1.0,"{'wins': '9', 'losses': '5', 'ties': 0, 'percentage': '.643'}","{'type': 'win', 'value': '6'}",2148.67,1944.57,9,5,0,0.643,20,4,423.l.199957,199957,5,199957.5,2148.67,0.0,268.53999999999996,1
139,423.l.199957.t.8,Basic Fantasy Bitch,4.0,6.0,"{'wins': '7', 'losses': '7', 'ties': 0, 'percentage': '.500'}","{'type': 'loss', 'value': '1'}",2049.54,1925.29,7,7,0,0.5,59,3,423.l.199957,199957,8,199957.8,2049.54,0.0,379.96,1
140,423.l.199957.t.2,2ManyUrklesOnYourTeam,5.0,3.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'win', 'value': '1'}",2157.08,2039.74,8,6,0,0.571,30,5,423.l.199957,199957,2,199957.2,2157.08,0.0,328.07,1
141,423.l.199957.t.1,ImJACKEDtoThePITTS,6.0,4.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'loss', 'value': '1'}",1927.95,2076.2700000000004,8,6,0,0.571,28,2,423.l.199957,199957,1,199957.1,1927.95,0.0,255.46,0
142,423.l.199957.t.10,A-A-A-Arons,9.0,10.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'win', 'value': '1'}",1750.56,2041.62,4,10,0,0.286,19,1,423.l.199957,199957,10,199957.1,1927.95,-177.3900000000001,255.46,1
143,423.l.199957.t.6,Grim ReapHER 👻,7.0,9.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'loss', 'value': '5'}",1848.55,1916.4,6,8,0,0.429,31,5,423.l.199957,199957,6,199957.6,1848.55,0.0,280.79,2
144,423.l.199957.t.3,Passtronauts,8.0,7.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'loss', 'value': '2'}",2019.08,1938.03,6,8,0,0.429,38,5,423.l.199957,199957,3,199957.3,2019.08,0.0,299.13,1
145,423.l.199957.t.7,mid,10.0,8.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'win', 'value': '4'}",1979.28,2039.12,6,8,0,0.429,33,2,423.l.199957,199957,7,199957.7,1979.28,0.0,245.8,0
146,449.l.710941.t.5,FonziFonarelli,1.0,1.0,"{'wins': '11', 'losses': '3', 'ties': 0, 'percentage': '.786'}","{'type': 'loss', 'value': '1'}",2226.53,1935.91,11,3,0,0.786,0,0,449.l.710941,710941,5,710941.5,2226.53,0.0,352.95,2
147,449.l.710941.t.1,ImJACKEDtoThePITTS,2.0,2.0,"{'wins': '9', 'losses': '5', 'ties': 0, 'percentage': '.643'}","{'type': 'loss', 'value': '2'}",2151.01,1993.3900000000003,9,5,0,0.643,0,0,449.l.710941,710941,1,710941.1,2151.01,0.0,336.01,1
148,449.l.710941.t.10,A-A-A-Arons,5.0,5.0,"{'wins': '7', 'losses': '7', 'ties': 0, 'percentage': '.500'}","{'type': 'loss', 'value': '3'}",1988.43,1982.33,7,7,0,0.5,0,0,449.l.710941,710941,10,710941.1,2151.01,-162.58000000000015,336.01,2
149,449.l.710941.t.6,Ruggs’ Getaway Car,3.0,3.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'loss', 'value': '1'}",2086.76,2072.32,8,6,0,0.571,0,0,449.l.710941,710941,6,710941.6,2086.76,0.0,263.45,1
150,449.l.710941.t.4,Texas Achanesaw Massacre,4.0,4.0,"{'wins': '8', 'losses': '6', 'ties': 0, 'percentage': '.571'}","{'type': 'loss', 'value': '1'}",1937.74,1903.3,8,6,0,0.571,0,0,449.l.710941,710941,4,710941.4,1937.74,0.0,250.85,0
151,449.l.710941.t.3,Hock Tua,6.0,7.0,"{'wins': '7', 'losses': '7', 'ties': 0, 'percentage': '.500'}","{'type': 'win', 'value': '1'}",1957.4,1981.53,7,7,0,0.5,0,0,449.l.710941,710941,3,710941.3,1957.4,0.0,373.56,2
152,449.l.710941.t.8,BeepBoopBeep Considering,7.0,6.0,"{'wins': '6', 'losses': '8', 'ties': 0, 'percentage': '.429'}","{'type': 'win', 'value': '2'}",2044.25,2106.77,6,8,0,0.429,0,0,449.l.710941,710941,8,710941.8,2044.25,0.0,419.18,1
153,449.l.710941.t.2,WillLevisFanClub,8.0,8.0,"{'wins': '5', 'losses': '9', 'ties': 0, 'percentage': '.357'}","{'type': 'win', 'value': '2'}",2009.92,2097.55,5,9,0,0.357,0,0,449.l.710941,710941,2,710941.2,2009.92,0.0,284.85,1
154,449.l.710941.t.9,CMC U L8ER,9.0,9.0,"{'wins': '5', 'losses': '9', 'ties': 0, 'percentage': '.357'}","{'type': 'win', 'value': '1'}",1954.14,2046.51,5,9,0,0.357,0,0,449.l.710941,710941,9,710941.9,1954.1399999999999,2.2737367544323206e-13,315.61,1
155,449.l.710941.t.7,mid,10.0,10.0,"{'wins': '4', 'losses': '10', 'ties': 0, 'percentage': '.286'}","{'type': 'win', 'value': '1'}",1849.49,2086.06,4,10,0,0.286,0,0,449.l.710941,710941,7,710941.7,1849.49,0.0,252.37,0
